Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Rex Burkhead ,FA,RB,17.0,15,122,8.13,427,28.47,3.5,36,7.73,3,0.2,3,0.2,25,1.67,32,2.13,186,12.4,7.44,0,0.0,147,9.8,154,10.27,0,0.0,0.0,1.0,79.3,5.29,4.5,6.86,5.27,10,3,1,0,1,0.15,0.1,5.04,91.8,6.12,5.0,7.29,6.08,10,2,2,0,1,0.25,0.1,5.61,104.3,6.95,5.5,7.81,6.88,9,3,2,0,1,0.25,0.11,6.13
David Johnson ,FA,RB,25.0,13,67,5.15,228,17.54,3.4,15,7.15,0,0.0,0,0.0,32,2.46,42,3.23,225,17.31,7.03,1,0.08,99,7.62,109,8.38,1,0.08,0.01,1.0,49.3,3.79,4.0,2.38,4.93,12,1,0,0,0,0.0,0.0,4.41,65.3,5.02,5.5,2.92,6.28,10,3,0,0,0,0.0,0.0,5.55,81.3,6.25,6.7,3.54,7.54,10,3,0,0,0,0.0,0.0,6.53
Alex Collins ,FA,RB,15.0,11,108,9.82,411,37.36,3.81,25,12.0,2,0.18,2,0.18,9,0.82,10,0.91,87,7.91,9.67,0,0.0,117,10.64,118,10.73,1,0.09,0.01,1.0,59.8,5.44,4.4,5.03,5.86,8,1,0,2,0,0.22,0.25,5.35,64.3,5.85,4.4,5.24,6.31,8,1,1,1,0,0.22,0.12,5.5,68.8,6.25,4.4,5.47,6.76,8,1,1,1,0,0.22,0.12,5.68
Craig Reynolds ,DET,RB,3.0,5,55,11.0,230,46.0,4.18,35,15.2,3,0.6,0,0.0,7,1.4,8,1.6,52,10.4,7.43,0,0.0,62,12.4,63,12.6,0,0.0,0.0,0.78,28.2,5.64,5.1,5.09,6.06,3,0,2,0,0,0.67,0.0,4.71,31.7,6.34,6.6,5.33,6.81,3,0,2,0,0,0.67,0.0,5.42,35.2,7.04,8.1,5.61,7.56,2,2,1,0,0,0.25,0.0,5.95
D'Ernest Johnson ,FA,RB,19.0,13,100,7.69,534,41.08,5.34,30,10.92,5,0.38,3,0.23,19,1.46,25,1.92,137,10.54,7.21,0,0.0,119,9.15,125,9.62,0,0.0,0.0,1.0,85.1,6.55,2.6,7.79,6.33,8,2,0,1,2,0.3,0.38,4.78,94.6,7.28,3.4,8.25,7.01,8,2,0,2,1,0.3,0.38,5.37,104.1,8.01,3.9,8.8,7.68,9,1,0,1,2,0.3,0.33,5.83
Derrick Gore ,NO,RB,3.0,8,51,6.38,256,32.0,5.02,51,14.0,5,0.62,2,0.25,8,1.0,9,1.12,105,13.12,13.12,0,0.0,59,7.38,60,7.5,0,0.0,0.0,0.95,48.1,6.01,3.75,5.27,6.41,5,0,2,1,0,0.6,0.2,4.93,52.1,6.51,4.0,5.56,6.93,5,0,2,1,0,0.6,0.2,5.22,56.1,7.01,4.25,5.89,7.44,5,1,1,1,0,0.33,0.2,5.39
Alexander Mattison ,MIN,RB,2.0,16,134,8.38,491,30.69,3.66,48,10.38,4,0.25,3,0.19,32,2.0,39,2.44,228,14.25,7.12,1,0.06,166,10.38,173,10.81,1,0.06,0.01,1.0,93.9,5.87,2.4,7.03,5.82,11,1,1,1,2,0.33,0.27,4.6,109.9,6.87,3.0,7.9,6.69,11,1,1,1,2,0.33,0.27,5.19,125.9,7.87,3.45,8.81,7.55,11,1,1,1,2,0.33,0.27,5.72
James White ,FA,RB,26.0,3,10,3.33,38,12.67,3.8,10,7.67,0,0.0,1,0.33,12,4.0,14,4.67,94,31.33,7.83,0,0.0,22,7.33,24,8.0,0,0.0,0.0,0.6,19.2,6.4,6.1,5.96,6.62,1,1,1,0,0,0.5,0.0,3.69,25.2,8.4,9.1,7.47,8.3,1,1,0,1,0,0.5,1.0,4.97,31.2,10.4,12.1,9.07,9.91,1,0,1,1,0,2.0,1.0,6.53
Adrian Peterson ,FA,RB,16.0,4,38,9.5,98,24.5,2.58,16,8.75,0,0.0,2,0.5,4,1.0,4,1.0,8,2.0,2.0,0,0.0,42,10.5,42,10.5,0,0.0,0.0,0.7,22.6,5.65,6.0,3.02,6.92,2,2,0,0,0,0.0,0.0,4.35,24.6,6.15,6.5,2.87,7.72,2,2,0,0,0,0.0,0.0,4.71,26.6,6.65,7.0,2.77,8.52,3,1,0,0,0,0.0,0.0,5.07
Ronald Jones II ,DAL,RB,2.0,15,101,6.73,428,28.53,4.24,30,10.27,2,0.13,4,0.27,10,0.67,13,0.87,64,4.27,6.4,0,0.0,111,7.4,114,7.6,2,0.13,0.02,1.0,69.2,4.61,3.6,4.22,5.2,10,3,1,1,0,0.15,0.1,4.38,74.2,4.95,4.1,4.32,5.6,10,4,0,1,0,0.07,0.1,4.7,79.2,5.28,4.3,4.46,6.01,10,4,1,0,0,0.07,0.0,4.92
Jeremy McNichols ,PIT,RB,3.0,13,41,3.15,156,12.0,3.8,14,7.46,0,0.0,0,0.0,28,2.15,38,2.92,240,18.46,8.57,1,0.08,69,5.31,79,6.08,0,0.0,0.0,1.0,45.6,3.51,3.3,2.35,4.57,11,2,0,0,0,0.0,0.0,3.76,59.6,4.58,4.5,3.17,5.61,11,1,1,0,0,0.08,0.0,4.69,73.6,5.66,5.9,4.11,6.57,10,2,1,0,0,0.08,0.0,5.64
Tevin Coleman ,FA,RB,23.0,11,84,7.64,356,32.36,4.24,20,12.0,1,0.09,0,0.0,11,1.0,16,1.45,49,4.45,4.45,0,0.0,95,8.64,100,9.09,0,0.0,0.0,1.0,40.5,3.68,3.1,2.41,4.77,8,3,0,0,0,0.0,0.0,4.06,46.0,4.18,4.1,2.8,5.28,9,2,0,0,0,0.0,0.0,4.66,51.5,4.68,5.0,3.24,5.77,9,2,0,0,0,0.0,0.0,5.22
Jeff Wilson Jr. ,MIA,RB,2.0,9,79,8.78,294,32.67,3.72,17,6.56,0,0.0,2,0.22,7,0.78,8,0.89,31,3.44,4.43,0,0.0,86,9.56,87,9.67,0,0.0,0.0,1.0,44.5,4.94,2.8,6.23,5.05,7,0,1,1,0,0.29,0.14,4.29,48.0,5.33,2.8,6.67,5.42,7,0,1,1,0,0.29,0.14,4.43,51.5,5.72,2.8,7.12,5.79,7,0,1,1,0,0.29,0.14,4.58
Nyheim Hines ,BUF,RB,2.0,17,56,3.29,276,16.24,4.93,34,8.24,3,0.18,2,0.12,40,2.35,57,3.35,310,18.24,7.75,1,0.06,96,5.65,113,6.65,2,0.12,0.02,1.0,72.6,4.27,2.2,4.74,4.67,13,2,0,2,0,0.13,0.15,3.52,92.6,5.45,3.1,5.28,5.87,12,2,1,2,0,0.21,0.17,4.4,112.6,6.62,3.9,5.9,7.03,13,1,1,2,0,0.21,0.15,5.18
Ke'Shawn Vaughn ,TB,RB,2.0,6,36,6.0,180,30.0,5.0,55,18.33,4,0.67,2,0.33,4,0.67,8,1.33,26,4.33,6.5,0,0.0,40,6.67,44,7.33,0,0.0,0.0,0.85,32.6,5.43,3.6,5.0,5.87,4,0,2,0,0,0.5,0.0,4.03,34.6,5.77,4.1,5.18,6.24,4,0,2,0,0,0.5,0.0,4.33,36.6,6.1,4.6,5.39,6.62,4,0,2,0,0,0.5,0.0,4.62
Samaje Perine ,DEN,RB,2.0,15,55,3.67,246,16.4,4.47,46,9.2,4,0.27,1,0.07,27,1.8,31,2.07,196,13.07,7.26,1,0.07,82,5.47,86,5.73,0,0.0,0.0,1.0,56.2,3.75,2.2,4.32,4.2,13,0,0,2,0,0.15,0.15,3.25,69.7,4.65,3.4,4.57,5.19,13,0,1,1,0,0.15,0.08,4.11,83.2,5.55,3.9,4.87,6.17,13,0,1,1,0,0.15,0.08,4.7
Justin Jackson ,FA,RB,30.5,14,68,4.86,364,26.0,5.35,75,11.64,5,0.36,2,0.14,22,1.57,25,1.79,178,12.71,8.09,0,0.0,90,6.43,93,6.64,1,0.07,0.01,1.0,64.2,4.59,2.05,6.94,4.56,10,2,1,0,1,0.17,0.1,3.42,75.2,5.37,3.2,7.83,5.24,10,3,0,0,1,0.08,0.1,4.11,86.2,6.16,4.0,8.77,5.91,11,2,0,0,1,0.08,0.09,4.69
Le'Veon Bell ,FA,RB,34.0,8,39,4.88,101,12.62,2.59,12,5.0,0,0.0,2,0.25,5,0.62,7,0.88,30,3.75,6.0,1,0.12,44,5.5,46,5.75,0,0.0,0.0,0.95,33.1,4.14,3.3,4.28,4.64,5,2,1,0,0,0.14,0.0,3.65,35.6,4.45,4.05,4.38,5.02,4,3,1,0,0,0.14,0.0,4.08,38.1,4.76,4.6,4.53,5.4,5,3,0,0,0,0.0,0.0,4.36
Ameer Abdullah ,LV,RB,3.0,17,51,3.0,166,9.76,3.25,15,5.24,0,0.0,0,0.0,38,2.24,53,3.12,289,17.0,7.61,1,0.06,89,5.24,104,6.12,0,0.0,0.0,1.0,51.5,3.03,2.4,3.32,3.62,14,2,1,0,0,0.06,0.0,3.05,70.5,4.15,2.9,4.29,4.7,12,3,2,0,0,0.13,0.0,3.72,89.5,5.26,3.9,5.36,5.72,12,3,1,1,0,0.13,0.08,4.55
Salvon Ahmed ,MIA,RB,3.0,11,54,4.91,149,13.55,2.76,16,7.36,0,0.0,0,0.0,12,1.09,19,1.73,117,10.64,9.75,0,0.0,66,6.0,73,6.64,0,0.0,0.0,1.0,26.6,2.42,2.3,1.25,3.69,11,0,0,0,0,0.0,0.0,3.06,32.6,2.96,3.1,1.48,4.39,11,0,0,0,0,0.0,0.0,3.66,38.6,3.51,3.6,1.77,5.03,11,0,0,0,0,0.0,0.0,4.11
Peyton Barber ,FA,RB,29.0,10,55,5.5,212,21.2,3.85,27,8.0,1,0.1,2,0.2,10,1.0,13,1.3,67,6.7,6.7,0,0.0,65,6.5,68,6.8,0,0.0,0.0,1.0,39.9,3.99,1.6,6.26,4.07,8,1,0,0,1,0.11,0.12,3.04,44.9,4.49,2.6,6.63,4.57,8,1,0,0,1,0.11,0.12,3.63,49.9,4.99,3.2,7.02,5.07,8,1,0,0,1,0.11,0.12,4.07
Ty'Son Williams ,ARI,RB,2.0,8,35,4.38,185,23.12,5.29,35,10.38,3,0.38,1,0.12,9,1.12,12,1.5,84,10.5,9.33,0,0.0,44,5.5,47,5.88,0,0.0,0.0,0.95,32.9,4.11,2.15,5.47,4.34,6,1,0,1,0,0.14,0.17,3.15,37.4,4.68,2.65,5.99,4.88,6,1,0,1,0,0.14,0.17,3.54,41.9,5.24,3.15,6.52,5.42,6,1,0,1,0,0.14,0.17,3.94
Chris Evans ,CIN,RB,3.0,9,17,1.89,77,8.56,4.53,13,3.56,0,0.0,0,0.0,15,1.67,17,1.89,151,16.78,10.07,2,0.22,32,3.56,34,3.78,0,0.0,0.0,1.0,34.8,3.87,1.5,4.86,4.21,7,0,2,0,0,0.29,0.0,2.8,42.3,4.7,2.5,5.41,5.03,7,0,2,0,0,0.29,0.0,3.53,49.8,5.53,3.5,5.97,5.85,7,0,2,0,0,0.29,0.0,4.26
Trey Sermon ,PHI,RB,3.0,6,41,6.83,167,27.83,4.07,16,9.67,0,0.0,1,0.17,3,0.5,4,0.67,26,4.33,8.67,0,0.0,44,7.33,45,7.5,0,0.0,0.0,0.85,25.3,4.22,3.15,4.3,4.73,4,2,0,0,0,0.0,0.0,3.3,26.8,4.47,3.4,4.58,4.99,4,2,0,0,0,0.0,0.0,3.47,28.3,4.72,3.65,4.88,5.25,4,2,0,0,0,0.0,0.0,3.64
JaMycal Hasty ,JAC,RB,2.0,11,16,1.45,68,6.18,4.25,21,4.55,1,0.09,1,0.09,23,2.09,29,2.64,157,14.27,6.83,0,0.0,39,3.55,45,4.09,1,0.09,0.03,1.0,26.5,2.41,1.6,2.51,3.09,10,1,0,0,0,0.0,0.0,2.29,38.0,3.45,3.1,2.74,4.38,9,2,0,0,0,0.0,0.0,3.4,49.5,4.5,4.5,3.07,5.62,9,2,0,0,0,0.0,0.0,4.46
Kyle Juszczyk ,SF,RB,3.0,15,8,0.53,22,1.47,2.75,6,0.87,0,0.0,1,0.07,30,2.0,38,2.53,296,19.73,9.87,1,0.07,38,2.53,46,3.07,0,0.0,0.0,1.0,43.8,2.92,1.7,2.96,3.59,13,1,1,0,0,0.07,0.0,2.46,58.8,3.92,2.7,3.32,4.74,13,1,1,0,0,0.07,0.0,3.32,73.8,4.92,3.7,3.72,5.85,12,2,1,0,0,0.07,0.0,4.16
Giovani Bernard ,FA,RB,40.0,10,8,0.8,58,5.8,7.25,24,4.8,1,0.1,0,0.0,23,2.3,29,2.9,123,12.3,5.35,3,0.3,31,3.1,37,3.7,0,0.0,0.0,1.0,36.1,3.61,1.1,4.51,4.0,7,0,3,0,0,0.43,0.0,2.62,47.6,4.76,1.85,5.29,5.13,7,2,0,1,0,0.11,0.14,3.25,59.1,5.91,2.85,6.2,6.19,7,2,0,1,0,0.11,0.14,4.08
Khalil Herbert ,CHI,RB,2.0,16,103,6.44,433,27.06,4.2,29,9.06,4,0.25,2,0.12,14,0.88,16,1.0,96,6.0,6.86,0,0.0,117,7.31,119,7.44,0,0.0,0.0,1.0,64.9,4.06,1.2,5.25,4.33,11,3,1,1,0,0.14,0.09,3.05,71.9,4.49,1.2,5.78,4.73,11,3,0,2,0,0.14,0.18,3.23,78.9,4.93,1.2,6.35,5.14,12,2,0,2,0,0.14,0.17,3.39
Damien Williams ,FA,RB,37.0,12,40,3.33,164,13.67,4.1,23,6.08,1,0.08,2,0.17,16,1.33,23,1.92,103,8.58,6.44,1,0.08,56,4.67,63,5.25,0,0.0,0.0,1.0,44.7,3.72,1.1,5.38,3.95,9,1,1,1,0,0.2,0.11,2.67,52.7,4.39,1.65,5.77,4.63,9,0,2,1,0,0.33,0.11,3.23,60.7,5.06,2.4,6.21,5.3,8,1,3,0,0,0.33,0.0,3.77
Matt Breida ,NYG,RB,2.0,7,26,3.71,125,17.86,4.81,28,10.57,1,0.14,1,0.14,7,1.0,9,1.29,72,10.29,10.29,2,0.29,33,4.71,35,5.0,1,0.14,0.03,0.9,35.7,5.1,1.2,6.09,5.24,4,1,1,1,0,0.4,0.25,3.02,39.2,5.6,1.3,6.63,5.7,4,1,1,1,0,0.4,0.25,3.22,42.7,6.1,1.8,7.19,6.16,5,0,1,1,0,0.4,0.2,3.55
Phillip Lindsay ,FA,RB,30.5,14,88,6.29,249,17.79,2.83,35,7.43,2,0.14,1,0.07,4,0.29,5,0.36,45,3.21,11.25,1,0.07,92,6.57,93,6.64,0,0.0,0.0,1.0,41.4,2.96,2.35,2.91,3.66,12,2,0,0,0,0.0,0.0,3.07,43.4,3.1,2.35,3.03,3.84,12,2,0,0,0,0.0,0.0,3.14,45.4,3.24,2.35,3.18,4.01,12,2,0,0,0,0.0,0.0,3.21
Travis Homer ,CHI,RB,3.0,14,21,1.5,177,12.64,8.43,73,10.93,5,0.36,1,0.07,16,1.14,20,1.43,161,11.5,10.06,0,0.0,37,2.64,41,2.93,0,0.0,0.0,1.0,45.8,3.27,2.15,4.0,3.74,12,1,0,1,0,0.08,0.08,2.71,53.8,3.84,2.55,4.5,4.31,12,1,0,1,0,0.08,0.08,3.1,61.8,4.41,3.1,5.04,4.87,12,1,0,1,0,0.08,0.08,3.54
Jaret Patterson ,FA,RB,35.0,14,68,4.86,266,19.0,3.91,13,7.57,0,0.0,2,0.14,10,0.71,12,0.86,73,5.21,7.3,0,0.0,78,5.57,80,5.71,0,0.0,0.0,1.0,45.9,3.28,1.8,4.22,3.69,12,1,0,1,0,0.08,0.08,2.83,50.9,3.64,2.0,4.78,4.02,12,1,0,1,0,0.08,0.08,3.04,55.9,3.99,2.25,5.36,4.34,12,1,0,1,0,0.08,0.08,3.27
Carlos Hyde ,FA,RB,27.0,12,72,6.0,253,21.08,3.51,18,7.58,0,0.0,1,0.08,12,1.0,22,1.83,65,5.42,5.42,0,0.0,84,7.0,94,7.83,2,0.17,0.02,1.0,33.8,2.82,1.45,2.75,3.53,10,2,0,0,0,0.0,0.0,2.78,39.8,3.32,1.45,3.37,4.0,11,1,0,0,0,0.0,0.0,2.96,45.8,3.82,1.7,4.07,4.44,11,0,1,0,0,0.09,0.0,3.29
Jerick McKinnon ,FA,RB,41.0,9,12,1.33,62,6.89,5.17,18,3.56,0,0.0,0,0.0,13,1.44,20,2.22,107,11.89,8.23,1,0.11,25,2.78,32,3.56,0,0.0,0.0,1.0,22.9,2.54,1.5,3.34,3.04,8,0,1,0,0,0.12,0.0,2.23,29.4,3.27,2.5,3.74,3.84,8,0,1,0,0,0.12,0.0,2.95,35.9,3.99,3.5,4.18,4.61,8,0,1,0,0,0.12,0.0,3.66
Austin Walter ,LV,RB,2.0,4,26,6.5,101,25.25,3.88,14,10.0,0,0.0,1,0.25,2,0.5,3,0.75,9,2.25,4.5,0,0.0,28,7.0,29,7.25,0,0.0,0.0,0.7,17.0,4.25,3.05,4.1,4.82,3,0,1,0,0,0.33,0.0,2.82,18.0,4.5,3.5,3.87,5.24,3,1,0,0,0,0.0,0.0,2.95,19.0,4.75,4.0,3.69,5.67,3,1,0,0,0,0.0,0.0,3.21
Malcolm Brown ,FA,RB,32.0,6,33,5.5,125,20.83,3.79,24,10.83,1,0.17,1,0.17,3,0.5,5,0.83,10,1.67,3.33,0,0.0,36,6.0,38,6.33,0,0.0,0.0,0.85,19.5,3.25,2.4,2.97,4.0,5,1,0,0,0,0.0,0.0,2.7,21.0,3.5,2.65,2.88,4.39,5,1,0,0,0,0.0,0.0,2.91,22.5,3.75,2.9,2.81,4.79,5,1,0,0,0,0.0,0.0,3.13
Ryquell Armstead ,FA,RB,20.0,2,15,7.5,80,40.0,5.33,26,17.5,1,0.5,0,0.0,3,1.5,4,2.0,16,8.0,5.33,0,0.0,18,9.0,19,9.5,0,0.0,0.0,0.48,9.6,4.8,4.8,1.98,6.54,1,1,0,0,0,0.0,0.0,2.62,11.1,5.55,5.55,2.33,7.33,1,1,0,0,0,0.0,0.0,2.91,12.6,6.3,6.3,2.69,8.13,1,1,0,0,0,0.0,0.0,3.21
Royce Freeman ,FA,RB,33.0,12,56,4.67,169,14.08,3.02,13,6.33,0,0.0,0,0.0,10,0.83,16,1.33,77,6.42,7.7,0,0.0,66,5.5,72,6.0,0,0.0,0.0,1.0,24.6,2.05,2.0,1.77,2.87,11,1,0,0,0,0.0,0.0,2.55,29.6,2.47,2.45,2.5,3.2,11,1,0,0,0,0.0,0.0,2.86,34.6,2.88,2.5,3.29,3.54,11,0,1,0,0,0.09,0.0,3.06
Alec Ingold ,MIA,RB,4.5,7,2,0.29,1,0.14,0.5,1,0.14,0,0.0,0,0.0,10,1.43,12,1.71,85,12.14,8.5,1,0.14,12,1.71,14,2.0,0,0.0,0.0,0.9,14.6,2.09,2.2,2.19,2.77,6,1,0,0,0,0.0,0.0,1.98,19.6,2.8,3.5,2.52,3.63,7,0,0,0,0,0.0,0.0,2.76,24.6,3.51,4.0,3.01,4.41,7,0,0,0,0,0.0,0.0,3.22
Eno Benjamin ,NO,RB,4.0,8,34,4.25,118,14.75,3.47,21,7.0,1,0.12,1,0.12,6,0.75,7,0.88,42,5.25,7.0,0,0.0,40,5.0,41,5.12,0,0.0,0.0,0.95,22.0,2.75,1.65,3.38,3.28,7,0,1,0,0,0.14,0.0,2.44,25.0,3.12,2.0,3.64,3.7,6,2,0,0,0,0.0,0.0,2.66,28.0,3.5,2.25,4.0,4.09,6,2,0,0,0,0.0,0.0,2.91
Jermar Jefferson ,DET,RB,4.0,5,15,3.0,74,14.8,4.93,28,10.0,1,0.2,2,0.4,4,0.8,5,1.0,23,4.6,5.75,0,0.0,19,3.8,20,4.0,0,0.0,0.0,0.78,21.7,4.34,1.8,4.77,4.74,3,1,1,0,0,0.25,0.0,2.44,23.7,4.74,1.8,5.3,5.1,3,1,1,0,0,0.25,0.0,2.56,25.7,5.14,1.8,5.92,5.45,3,1,1,0,0,0.25,0.0,2.66
Dare Ogunbowale ,HOU,RB,2.0,13,43,3.31,137,10.54,3.19,12,2.69,0,0.0,1,0.08,13,1.0,21,1.62,114,8.77,8.77,1,0.08,56,4.31,64,4.92,0,0.0,0.0,1.0,37.1,2.85,0.5,4.75,3.12,11,0,2,0,0,0.18,0.0,2.03,43.6,3.35,1.1,5.09,3.65,10,1,2,0,0,0.18,0.0,2.48,50.1,3.85,1.6,5.45,4.17,10,1,2,0,0,0.18,0.0,2.89
Wendell Smallwood ,FA,RB,38.5,2,5,2.5,25,12.5,5.0,13,8.5,0,0.0,0,0.0,4,2.0,5,2.5,22,11.0,5.5,0,0.0,9,4.5,10,5.0,0,0.0,0.0,0.48,4.7,2.35,2.35,0.21,5.59,2,0,0,0,0,0.0,0.0,1.75,6.7,3.35,3.35,0.21,8.06,2,0,0,0,0,0.0,0.0,2.42,8.7,4.35,4.35,0.21,10.6,2,0,0,0,0,0.0,0.0,3.09
Demetric Felton Jr. ,CLE,RB,3.0,15,7,0.47,24,1.6,3.43,12,1.47,0,0.0,0,0.0,18,1.2,21,1.4,181,12.07,10.06,2,0.13,25,1.67,28,1.87,0,0.0,0.0,1.0,32.5,2.17,1.3,3.28,2.6,13,1,1,0,0,0.07,0.0,1.78,41.5,2.77,2.2,3.6,3.28,13,1,1,0,0,0.07,0.0,2.41,50.5,3.37,3.2,3.98,3.94,13,1,1,0,0,0.07,0.0,3.08
Jonathan Williams ,WAS,RB,2.0,5,17,3.4,79,15.8,4.65,23,8.4,1,0.2,1,0.2,4,0.8,6,1.2,28,5.6,7.0,0,0.0,21,4.2,23,4.6,0,0.0,0.0,0.78,16.7,3.34,1.1,3.79,3.87,4,0,1,0,0,0.25,0.0,2.0,18.7,3.74,2.1,3.79,4.38,4,1,0,0,0,0.0,0.0,2.37,20.7,4.14,3.1,3.84,4.89,4,1,0,0,0,0.0,0.0,2.84
Tony Jones Jr. ,SEA,RB,1.0,10,54,5.4,142,14.2,2.63,11,5.3,0,0.0,0,0.0,5,0.5,8,0.8,29,2.9,5.8,0,0.0,59,5.9,62,6.2,0,0.0,0.0,1.0,17.1,1.71,1.45,1.68,2.43,10,0,0,0,0,0.0,0.0,2.17,19.6,1.96,1.6,1.86,2.74,10,0,0,0,0,0.0,0.0,2.36,22.1,2.21,1.85,2.08,3.04,10,0,0,0,0,0.0,0.0,2.58
Qadree Ollison ,JAC,RB,1.0,6,21,3.5,105,17.5,5.0,19,10.0,0,0.0,1,0.17,4,0.67,6,1.0,12,2.0,3.0,0,0.0,25,4.17,27,4.5,1,0.17,0.04,0.85,15.7,2.62,1.7,2.8,3.27,5,1,0,0,0,0.0,0.0,2.06,17.7,2.95,1.95,2.78,3.73,5,1,0,0,0,0.0,0.0,2.3,19.7,3.28,2.2,2.82,4.19,6,0,0,0,0,0.0,0.0,2.54
Joshua Kelley ,LAC,RB,2.0,8,33,4.12,102,12.75,3.09,14,7.0,0,0.0,0,0.0,5,0.62,6,0.75,38,4.75,7.6,0,0.0,38,4.75,39,4.88,1,0.12,0.03,0.95,12.0,1.5,1.35,1.17,2.33,8,0,0,0,0,0.0,0.0,1.87,14.5,1.81,1.6,1.41,2.71,8,0,0,0,0,0.0,0.0,2.11,17.0,2.12,1.85,1.7,3.08,8,0,0,0,0,0.0,0.0,2.35
C.J. Ham ,MIN,RB,4.0,15,7,0.47,34,2.27,4.86,30,2.27,2,0.13,0,0.0,17,1.13,18,1.2,125,8.33,7.35,0,0.0,24,1.6,25,1.67,0,0.0,0.0,1.0,15.9,1.06,0.9,0.96,1.73,15,0,0,0,0,0.0,0.0,1.22,24.4,1.63,1.9,1.08,2.61,15,0,0,0,0,0.0,0.0,1.97,32.9,2.19,2.6,1.38,3.35,15,0,0,0,0,0.0,0.0,2.55
Jalen Richard ,FA,RB,48.0,9,9,1.0,40,4.44,4.44,23,4.0,1,0.11,0,0.0,12,1.33,14,1.56,72,8.0,6.0,0,0.0,21,2.33,23,2.56,0,0.0,0.0,1.0,11.2,1.24,0.9,1.08,1.97,9,0,0,0,0,0.0,0.0,1.4,17.2,1.91,1.4,1.44,2.85,9,0,0,0,0,0.0,0.0,1.96,23.2,2.58,1.9,1.83,3.66,9,0,0,0,0,0.0,0.0,2.48
DeeJay Dallas ,SEA,RB,2.0,17,33,1.94,138,8.12,4.18,15,4.29,0,0.0,2,0.12,21,1.24,23,1.35,133,7.82,6.33,0,0.0,54,3.18,56,3.29,0,0.0,0.0,1.0,39.1,2.3,0.6,3.35,2.75,15,1,1,0,0,0.06,0.0,1.7,49.6,2.92,0.6,3.97,3.38,14,2,1,0,0,0.06,0.0,1.95,60.1,3.54,0.6,4.69,3.97,13,3,1,0,0,0.06,0.0,2.19
Kene Nwangwu ,MIN,RB,3.0,9,13,1.44,61,6.78,4.69,19,5.0,0,0.0,0,0.0,4,0.44,5,0.56,9,1.0,2.25,0,0.0,17,1.89,18,2.0,0,0.0,0.0,1.0,19.0,2.11,0.4,2.86,2.62,7,2,0,0,0,0.0,0.0,1.41,21.0,2.33,1.4,2.78,2.95,9,0,0,0,0,0.0,0.0,1.94,23.0,2.56,2.4,2.77,3.27,9,0,0,0,0,0.0,0.0,2.47
Patrick Taylor Jr. ,GB,RB,3.0,5,23,4.6,89,17.8,3.87,12,6.6,0,0.0,1,0.2,2,0.4,2,0.4,3,0.6,1.5,0,0.0,25,5.0,25,5.0,0,0.0,0.0,0.78,15.2,3.04,1.1,4.83,3.31,4,0,1,0,0,0.25,0.0,1.86,16.2,3.24,1.1,5.27,3.49,4,0,1,0,0,0.25,0.0,1.92,17.2,3.44,1.1,5.72,3.68,4,0,1,0,0,0.25,0.0,1.97
J.J. Taylor ,NE,RB,3.0,5,19,3.8,37,7.4,1.95,15,4.4,0,0.0,2,0.4,4,0.8,4,0.8,8,1.6,2.0,0,0.0,23,4.6,23,4.6,1,0.2,0.04,0.78,14.5,2.9,0.5,6.65,2.92,4,0,0,1,0,0.25,0.25,1.57,16.5,3.3,1.1,6.7,3.35,4,0,0,1,0,0.25,0.25,1.89,18.5,3.7,1.1,6.77,3.79,4,0,1,0,0,0.25,0.0,1.98
Marlon Mack ,FA,RB,36.0,6,28,4.67,101,16.83,3.61,22,8.5,1,0.17,0,0.0,2,0.33,5,0.83,8,1.33,4.0,0,0.0,30,5.0,33,5.5,0,0.0,0.0,0.85,10.9,1.82,1.4,1.94,2.49,6,0,0,0,0,0.0,0.0,1.78,11.9,1.98,1.4,2.15,2.67,6,0,0,0,0,0.0,0.0,1.84,12.9,2.15,1.4,2.38,2.86,6,0,0,0,0,0.0,0.0,1.91
JaQuan Hardy ,FA,RB,51.5,2,4,2.0,29,14.5,7.25,22,12.5,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,2.0,4,2.0,0,0.0,0.0,0.48,8.9,4.45,4.45,5.87,4.62,1,1,0,0,0,0.0,0.0,1.83,8.9,4.45,4.45,5.87,4.67,1,1,0,0,0,0.0,0.0,1.84,8.9,4.45,4.45,5.87,4.73,1,1,0,0,0,0.0,0.0,1.85
