,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Dion Lewis (FA),2020,8,0,0,0.0,0,0,0,2,3,8,4.0,1,0,6.8
Brian Hill (FA),2020,8,11,55,5.0,14,0,0,2,3,9,4.5,0,0,6.4
Tony Pollard (DAL),2020,8,7,40,5.7,14,0,0,2,2,24,12.0,0,0,6.4
Gabe Nabers (FA),2020,8,0,0,0.0,0,0,0,1,1,2,2.0,1,0,6.2
Darrell Henderson Jr. (FA),2020,8,8,47,5.9,18,0,0,1,2,11,11.0,0,0,5.8
Malcolm Brown (FA),2020,8,10,40,4.0,11,0,0,2,2,17,8.5,0,0,5.7
Cam Akers (LAR),2020,8,9,35,3.9,10,0,0,1,1,19,19.0,0,0,5.4
Jeremy McNichols (PIT),2020,8,4,49,12.3,17,0,0,0,1,0,0.0,0,0,4.9
Melvin Gordon III (FA),2020,8,8,26,3.3,10,0,0,6,7,21,3.5,0,0,4.7
Devontae Booker (FA),2020,8,5,29,5.8,11,0,0,1,1,17,17.0,0,0,4.6
Le'Veon Bell (FA),2020,8,6,7,1.2,4,0,0,3,3,31,10.3,0,0,3.8
AJ Dillon (GB),2020,8,5,21,4.2,8,0,0,1,1,16,16.0,0,0,3.7
D'Onta Foreman (CHI),2020,8,5,37,7.4,15,0,0,0,0,0,0.0,0,0,3.7
James White (FA),2020,8,2,0,0.0,2,0,0,2,4,35,17.5,0,0,3.5
La'Mical Perine (KC),2020,8,8,27,3.4,9,0,0,2,2,6,3.0,0,0,3.3
Rex Burkhead (FA),2020,8,6,26,4.3,10,0,0,1,1,5,5.0,0,0,3.1
Clyde Edwards-Helaire (KC),2020,8,6,21,3.5,4,0,0,3,3,10,3.3,0,0,3.1
Jonathan Taylor (IND),2020,8,11,22,2.0,6,0,0,2,2,9,4.5,0,0,3.1
Latavius Murray (FA),2020,8,8,17,2.1,4,0,0,3,3,14,4.7,0,0,3.1
Frank Gore (FA),2020,8,10,30,3.0,7,0,0,0,0,0,0.0,0,0,3.0
Corey Clement (ARI),2020,8,5,24,4.8,7,0,0,1,2,4,4.0,0,0,2.8
Alfred Morris (FA),2020,8,8,28,3.5,11,0,0,0,0,0,0.0,0,0,2.8
Darrel Williams (FA),2020,8,3,19,6.3,11,0,0,1,1,7,7.0,0,0,2.6
Ronald Jones II (DAL),2020,8,7,23,3.3,5,0,0,4,4,23,5.8,0,1,2.6
Joshua Kelley (LAC),2020,8,7,32,4.6,22,1,0,1,1,-7,-7.0,0,0,2.5
D'Andre Swift (DET),2020,8,6,1,0.2,5,0,0,3,4,22,7.3,0,0,2.3
Ty Johnson (NYJ),2020,8,3,15,5.0,8,0,0,1,1,6,6.0,0,0,2.1
Kyle Juszczyk (SF),2020,8,0,0,0.0,0,0,0,2,2,21,10.5,0,0,2.1
Tevin Coleman (FA),2020,8,3,20,6.7,12,0,0,0,0,0,0.0,0,0,2.0
Jalen Richard (FA),2020,8,1,6,6.0,6,0,0,1,1,12,12.0,0,0,1.8
Matt Breida (NYG),2020,8,4,13,3.3,6,0,0,0,0,0,0.0,0,0,1.3
Adrian Peterson (FA),2020,8,5,7,1.4,7,0,0,1,1,5,5.0,0,0,1.2
Elijhaa Penny (FA),2020,8,0,0,0.0,0,0,0,1,1,11,11.0,0,0,1.1
D'Ernest Johnson (JAC),2020,8,2,6,3.0,6,0,0,1,1,5,5.0,0,0,1.1
Alexander Mattison (MIN),2020,8,3,8,2.7,3,0,0,0,0,0,0.0,0,0,0.8
Tyler Ervin (FA),2020,8,0,0,0.0,0,0,0,1,3,7,7.0,0,0,0.7
Khari Blasingame (CHI),2020,8,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Travis Homer (CHI),2020,8,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Qadree Ollison (JAC),2020,8,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Alec Ingold (MIA),2020,8,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Darwin Thompson (SEA),2020,8,4,3,0.8,2,0,0,0,1,0,0.0,0,0,0.3
Ryan Nall (FA),2020,8,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
C.J. Ham (MIN),2020,8,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Anthony McFarland Jr. (PIT),2020,8,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Michael Burton (DEN),2020,8,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Jakob Johnson (LV),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Benny Snell Jr. (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
John Lovett (MIA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Huntley (PIT),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ke'Shawn Vaughn (TB),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,8,1,5,5.0,5,0,0,1,1,9,9.0,0,0,0.0
Taiwan Jones (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,8,1,4,4.0,4,0,0,2,2,1,0.5,0,0,0.0
J.P. Holtz (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brandin Bryant (BUF),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,8,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Dwayne Washington (NO),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2020,8,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
Royce Freeman (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2020,8,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Ameer Abdullah (LV),2020,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dalvin Cook (MIN),2020,9,22,206,9.4,70,4,2,2,2,46,23.0,0,0,37.2
Christian McCaffrey (SF),2020,9,18,69,3.8,13,0,1,10,10,82,8.2,1,0,27.1
James Robinson (NE),2020,9,25,99,4.0,12,0,1,0,2,0,0.0,0,0,15.9
Kalen Ballage (FA),2020,9,15,69,4.6,14,0,1,2,3,15,7.5,0,0,14.4
Wayne Gallman Jr. (FA),2020,9,14,68,4.9,12,0,1,1,2,9,9.0,0,0,13.7
Devontae Booker (FA),2020,9,8,68,8.5,23,1,1,0,0,0,0.0,0,0,12.8
Jerick McKinnon (FA),2020,9,12,52,4.3,11,0,1,3,4,16,5.3,0,0,12.8
Josh Jacobs (LV),2020,9,14,65,4.6,14,0,1,1,1,3,3.0,0,0,12.8
Rex Burkhead (FA),2020,9,12,56,4.7,10,0,1,3,3,11,3.7,0,0,12.7
Todd Gurley II (FA),2020,9,19,53,2.8,13,0,1,2,2,2,1.0,0,0,11.5
Duke Johnson Jr. (FA),2020,9,16,41,2.6,8,0,1,4,4,32,8.0,0,1,11.3
Alvin Kamara (NO),2020,9,9,40,4.4,17,0,1,5,6,9,1.8,0,0,10.9
Zack Moss (IND),2020,9,9,18,2.0,7,0,1,2,2,30,15.0,0,0,10.8
DeeJay Dallas (SEA),2020,9,7,31,4.4,10,0,1,2,2,8,4.0,0,0,9.9
D'Andre Swift (DET),2020,9,13,64,4.9,17,0,0,3,5,33,11.0,0,0,9.7
Antonio Gibson (WAS),2020,9,6,20,3.3,11,0,1,3,3,35,11.7,0,1,9.5
Ryan Nall (FA),2020,9,0,0,0.0,0,0,0,4,4,35,8.8,1,0,9.5
Clyde Edwards-Helaire (KC),2020,9,5,14,2.8,7,0,0,3,5,20,6.7,1,0,9.4
Chase Edmonds (TB),2020,9,25,70,2.8,6,0,0,3,3,18,6.0,0,0,8.8
Ameer Abdullah (LV),2020,9,0,0,0.0,0,0,0,1,1,22,22.0,1,0,8.2
J.D. McKissic (FA),2020,9,3,17,5.7,10,0,0,9,14,65,7.2,0,0,8.2
Travis Homer (CHI),2020,9,6,16,2.7,11,0,0,3,3,64,21.3,0,0,8.0
Jordan Howard (FA),2020,9,10,19,1.9,8,0,1,0,0,0,0.0,0,0,7.9
Aaron Jones (GB),2020,9,15,58,3.9,11,0,0,5,5,21,4.2,0,0,7.9
Jonathan Taylor (IND),2020,9,6,27,4.5,11,0,1,2,2,7,3.5,0,1,7.4
Gus Edwards (BAL),2020,9,11,23,2.1,5,0,1,2,2,11,5.5,0,1,7.4
Tyler Ervin (FA),2020,9,8,24,3.0,8,0,0,4,5,48,12.0,0,0,7.2
Alfred Morris (FA),2020,9,9,67,7.4,20,1,0,1,1,4,4.0,0,0,7.1
Damien Harris (BUF),2020,9,14,71,5.1,21,1,0,0,0,0,0.0,0,0,7.1
Ezekiel Elliott (FA),2020,9,18,51,2.8,10,0,0,2,3,18,9.0,0,0,6.9
Alexander Mattison (MIN),2020,9,12,69,5.8,18,0,0,0,0,0,0.0,0,0,6.9
Derrick Henry (TEN),2020,9,21,68,3.2,26,1,0,0,0,0,0.0,0,0,6.8
Kerryon Johnson (FA),2020,9,4,29,7.3,14,0,0,3,3,36,12.0,0,0,6.5
Gabe Nabers (FA),2020,9,0,0,0.0,0,0,0,1,1,4,4.0,1,0,6.4
Frank Gore (FA),2020,9,12,46,3.8,15,0,0,2,2,13,6.5,0,0,5.9
Joshua Kelley (LAC),2020,9,9,28,3.1,9,0,0,5,5,31,6.2,0,0,5.9
Tony Pollard (DAL),2020,9,9,57,6.3,20,2,0,1,2,1,1.0,0,0,5.8
Adrian Peterson (FA),2020,9,8,29,3.6,8,0,0,3,5,14,4.7,0,0,4.3
Latavius Murray (FA),2020,9,10,39,3.9,17,0,0,2,2,3,1.5,0,0,4.2
Leonard Fournette (FA),2020,9,1,0,0.0,0,0,0,6,6,41,6.8,0,0,4.1
Jordan Wilkins (FA),2020,9,11,39,3.5,11,0,0,2,2,-1,-0.5,0,0,3.8
Nyheim Hines (BUF),2020,9,2,18,9.0,14,0,0,2,3,20,10.0,0,0,3.8
La'Mical Perine (KC),2020,9,6,19,3.2,7,0,0,2,2,19,9.5,0,0,3.8
Salvon Ahmed (MIA),2020,9,7,38,5.4,19,0,0,0,0,0,0.0,0,0,3.8
Chris Thompson (FA),2020,9,1,3,3.0,3,0,0,4,4,35,8.8,0,0,3.8
Mike Davis (FA),2020,9,1,3,3.0,3,0,0,5,6,34,6.8,0,0,3.7
J.K. Dobbins (BAL),2020,9,12,30,2.5,8,0,0,2,2,5,2.5,0,0,3.5
Devin Singletary (HOU),2020,9,2,1,0.5,2,0,0,3,3,33,11.0,0,0,3.4
Melvin Gordon III (FA),2020,9,6,18,3.0,9,0,0,1,1,9,9.0,0,0,2.7
Brian Hill (FA),2020,9,8,24,3.0,8,0,0,0,1,0,0.0,0,0,2.4
James White (FA),2020,9,2,0,0.0,4,0,0,4,5,24,6.0,0,0,2.4
Phillip Lindsay (FA),2020,9,8,23,2.9,6,0,0,0,3,0,0.0,0,0,2.3
David Montgomery (DET),2020,9,14,30,2.1,5,0,0,3,3,12,4.0,0,1,2.2
Anthony McFarland Jr. (PIT),2020,9,3,7,2.3,6,0,0,2,2,15,7.5,0,0,2.2
Jalen Richard (FA),2020,9,1,3,3.0,3,0,0,1,1,19,19.0,0,0,2.2
Dion Lewis (FA),2020,9,3,5,1.7,5,0,0,2,2,16,8.0,0,0,2.1
James Conner (ARI),2020,9,9,22,2.4,6,0,0,2,2,-2,-1.0,0,0,2.0
Ronald Jones II (DAL),2020,9,3,9,3.0,7,0,0,3,4,9,3.0,0,0,1.8
David Johnson (FA),2020,9,2,16,8.0,18,0,0,0,1,0,0.0,0,0,1.6
Patrick Laird (TB),2020,9,1,-1,-1.0,0,0,0,1,1,17,17.0,0,0,1.6
JaMycal Hasty (JAC),2020,9,4,3,0.8,4,0,0,2,2,10,5.0,0,0,1.3
Michael Burton (DEN),2020,9,1,1,1.0,1,0,0,1,1,12,12.0,0,0,1.3
D'Onta Foreman (CHI),2020,9,5,11,2.2,3,0,0,0,0,0,0.0,0,0,1.1
Jeremy McNichols (PIT),2020,9,2,10,5.0,5,0,0,0,0,0,0.0,0,0,1.0
Dwayne Washington (NO),2020,9,5,9,1.8,5,0,0,0,0,0,0.0,0,0,0.9
D.J. Foster (FA),2020,9,1,2,2.0,2,0,0,1,1,7,7.0,0,0,0.9
Dexter Williams (FA),2020,9,2,8,4.0,5,0,0,0,0,0,0.0,0,0,0.8
Alec Ingold (MIA),2020,9,0,0,0.0,0,0,0,1,1,6,6.0,0,0,0.6
Jakob Johnson (LV),2020,9,0,0,0.0,0,0,0,2,2,6,3.0,0,0,0.6
Alex Collins (FA),2020,9,2,5,2.5,8,0,0,0,0,0,0.0,0,0,0.5
Kyle Juszczyk (SF),2020,9,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Darrel Williams (FA),2020,9,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Le'Veon Bell (FA),2020,9,4,8,2.0,4,0,0,1,1,-5,-5.0,0,0,0.3
Elijhaa Penny (FA),2020,9,1,2,2.0,2,0,0,0,1,0,0.0,0,0,0.2
Keith Smith (ATL),2020,9,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Benny Snell Jr. (FA),2020,9,3,1,0.3,3,0,0,0,0,0,0.0,0,0,0.1
Darwin Thompson (SEA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Qadree Ollison (JAC),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Austin Walter (LV),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
John Lovett (MIA),2020,9,3,6,2.0,4,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Johnson (NYJ),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Artavis Pierce (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,9,3,13,4.3,6,0,0,4,4,27,6.8,0,0,0.0
C.J. Ham (MIN),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Williams (WAS),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Peyton Barber (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,9,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.0
Justin Jackson (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Royce Freeman (FA),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2020,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alvin Kamara (NO),2020,10,8,15,1.9,8,0,2,7,8,83,11.9,1,0,27.8
Josh Jacobs (LV),2020,10,21,112,5.3,24,1,2,4,4,24,6.0,0,0,25.6
Ronald Jones II (DAL),2020,10,23,192,8.3,98,4,1,1,2,6,6.0,0,1,23.8
Nyheim Hines (BUF),2020,10,12,70,5.8,14,0,1,5,6,45,9.0,1,0,23.5
D'Andre Swift (DET),2020,10,16,81,5.1,17,0,0,5,5,68,13.6,1,0,20.9
Devontae Booker (FA),2020,10,16,81,5.1,23,1,2,1,1,2,2.0,0,0,20.3
Rex Burkhead (FA),2020,10,6,31,5.2,9,0,0,4,5,35,8.8,2,0,18.6
Nick Chubb (CLE),2020,10,19,126,6.6,59,4,1,0,1,0,0.0,0,0,18.6
Antonio Gibson (WAS),2020,10,13,45,3.5,12,0,2,4,4,20,5.0,0,0,18.5
Wayne Gallman Jr. (FA),2020,10,18,53,2.9,17,0,2,1,2,7,7.0,0,0,18.0
Malcolm Brown (FA),2020,10,6,33,5.5,13,0,2,2,2,18,9.0,0,0,17.1
Salvon Ahmed (MIA),2020,10,21,85,4.0,18,0,1,1,1,5,5.0,0,0,15.0
Boston Scott (PHI),2020,10,3,63,21.0,56,4,1,1,1,11,11.0,0,0,13.4
Kareem Hunt (FA),2020,10,19,104,5.5,19,0,0,3,4,28,9.3,0,0,13.2
Damien Harris (BUF),2020,10,22,121,5.5,25,1,0,0,0,0,0.0,0,0,12.1
Miles Sanders (CAR),2020,10,15,85,5.7,14,0,0,2,5,10,5.0,0,0,11.5
James Robinson (NE),2020,10,23,109,4.7,20,1,0,2,5,3,1.5,0,0,11.2
Dalvin Cook (MIN),2020,10,30,96,3.2,14,0,0,4,4,16,4.0,0,0,11.2
Derrick Henry (TEN),2020,10,19,103,5.4,20,1,0,1,2,6,6.0,0,0,10.9
J.D. McKissic (FA),2020,10,8,6,0.8,5,0,1,7,15,43,6.1,0,0,10.9
Alex Collins (FA),2020,10,11,43,3.9,13,0,1,1,2,4,4.0,0,0,10.7
Kalen Ballage (FA),2020,10,18,68,3.8,11,0,0,5,6,34,6.8,0,0,10.2
Aaron Jones (GB),2020,10,13,46,3.5,20,1,0,5,6,49,9.8,0,0,9.5
Darrell Henderson Jr. (FA),2020,10,7,28,4.0,16,0,1,1,1,5,5.0,0,0,9.3
Kenyan Drake (FA),2020,10,16,100,6.3,20,1,0,1,1,9,9.0,0,1,8.9
D'Onta Foreman (CHI),2020,10,7,18,2.6,8,0,0,1,1,5,5.0,1,0,8.3
Chase Edmonds (TB),2020,10,8,56,7.0,25,1,0,3,3,21,7.0,0,0,7.7
Gus Edwards (BAL),2020,10,7,42,6.0,11,0,0,1,1,31,31.0,0,0,7.3
Corey Clement (ARI),2020,10,1,5,5.0,5,0,1,0,0,0,0.0,0,0,6.5
Latavius Murray (FA),2020,10,9,57,6.3,18,0,0,0,0,0,0.0,0,0,5.7
Samaje Perine (DEN),2020,10,7,48,6.9,15,0,0,1,1,7,7.0,0,0,5.5
Jamaal Williams (NO),2020,10,8,30,3.8,7,0,0,3,4,25,8.3,0,0,5.5
Duke Johnson Jr. (FA),2020,10,14,54,3.9,23,1,0,0,1,0,0.0,0,0,5.4
James Conner (ARI),2020,10,13,36,2.8,16,0,0,2,2,12,6.0,0,0,4.8
Giovani Bernard (FA),2020,10,8,30,3.8,11,0,0,4,7,17,4.3,0,0,4.7
Melvin Gordon III (FA),2020,10,11,46,4.2,11,0,0,0,2,0,0.0,0,0,4.6
Jerick McKinnon (FA),2020,10,18,33,1.8,9,0,0,1,3,13,13.0,0,0,4.6
Mike Davis (FA),2020,10,7,32,4.6,7,0,0,4,5,12,3.0,0,0,4.4
Cam Akers (LAR),2020,10,10,38,3.8,17,0,0,0,0,0,0.0,0,0,3.8
Jonathan Taylor (IND),2020,10,7,12,1.7,4,0,0,2,2,25,12.5,0,0,3.7
Alfred Morris (FA),2020,10,8,34,4.3,10,0,0,0,0,0,0.0,0,0,3.4
Jeremy McNichols (PIT),2020,10,3,26,8.7,16,0,0,1,1,8,8.0,0,0,3.4
DeeJay Dallas (SEA),2020,10,2,8,4.0,5,0,0,2,3,23,11.5,0,0,3.1
Adrian Peterson (FA),2020,10,4,21,5.3,13,0,0,1,1,9,9.0,0,0,3.0
Austin Walter (LV),2020,10,1,3,3.0,3,0,0,1,1,27,27.0,0,0,3.0
Leonard Fournette (FA),2020,10,8,19,2.4,14,0,0,2,3,11,5.5,0,0,3.0
Mark Ingram II (FA),2020,10,5,5,1.0,5,0,0,2,2,24,12.0,0,0,2.9
Jordan Wilkins (FA),2020,10,8,28,3.5,18,0,0,0,1,0,0.0,0,0,2.8
Royce Freeman (FA),2020,10,2,11,5.5,9,0,0,2,2,15,7.5,0,0,2.6
Trayveon Williams (CIN),2020,10,5,22,4.4,8,0,0,0,0,0,0.0,0,0,2.2
Joshua Kelley (LAC),2020,10,7,21,3.0,8,0,0,0,0,0,0.0,0,0,2.1
Jakob Johnson (LV),2020,10,0,0,0.0,0,0,0,2,2,20,10.0,0,0,2.0
Travis Homer (CHI),2020,10,0,0,0.0,0,0,0,3,3,19,6.3,0,0,1.9
Patrick Laird (TB),2020,10,2,19,9.5,17,0,0,0,0,0,0.0,0,0,1.9
Ryan Nall (FA),2020,10,1,0,0.0,0,0,0,1,2,18,18.0,0,0,1.8
Zack Moss (IND),2020,10,7,20,2.9,14,0,0,1,2,-3,-3.0,0,0,1.7
Dion Lewis (FA),2020,10,0,0,0.0,0,0,0,2,2,17,8.5,0,0,1.7
Rodney Smith (FA),2020,10,3,13,4.3,10,0,0,1,1,2,2.0,0,0,1.5
Peyton Barber (FA),2020,10,2,7,3.5,6,0,0,1,1,7,7.0,0,0,1.4
J.K. Dobbins (BAL),2020,10,5,13,2.6,4,0,0,1,2,1,1.0,0,0,1.4
Khari Blasingame (CHI),2020,10,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1.3
Benny Snell Jr. (FA),2020,10,3,12,4.0,8,0,0,0,0,0,0.0,0,0,1.2
Devin Singletary (HOU),2020,10,4,15,3.8,13,0,0,1,3,-5,-5.0,0,0,1.0
JaMycal Hasty (JAC),2020,10,3,13,4.3,8,0,0,2,2,-4,-2.0,0,0,0.9
Gabe Nabers (FA),2020,10,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Artavis Pierce (FA),2020,10,3,9,3.0,6,0,0,0,0,0,0.0,0,0,0.9
James White (FA),2020,10,0,0,0.0,0,0,0,2,2,8,4.0,0,0,0.8
C.J. Ham (MIN),2020,10,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Lamar Miller (FA),2020,10,0,0,0.0,0,0,0,2,2,6,3.0,0,0,0.6
Kyle Juszczyk (SF),2020,10,1,5,5.0,5,0,0,0,1,0,0.0,0,0,0.5
Dare Ogunbowale (HOU),2020,10,0,0,0.0,0,0,0,1,2,5,5.0,0,0,0.5
Alexander Mattison (MIN),2020,10,2,4,2.0,4,0,0,0,0,0,0.0,0,0,0.4
Tyler Ervin (FA),2020,10,1,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Justice Hill (BAL),2020,10,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Kerryon Johnson (FA),2020,10,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
DeAndre Washington (FA),2020,10,2,2,1.0,3,0,0,0,0,0,0.0,0,0,0.2
Phillip Lindsay (FA),2020,10,4,2,0.5,4,0,0,0,1,0,0.0,0,0,0.2
Patrick Ricard (BAL),2020,10,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Alec Ingold (MIA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,10,12,30,2.5,6,0,0,2,2,19,9.5,0,0,0.0
Chris Thompson (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
LeSean McCoy (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jalen Richard (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2020,10,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troymaine Pope (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Williams (WAS),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2020,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
