,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Giovani Bernard (FA),2020,5,0,0,0.0,0,0,0,1,2,4,4.0,0,0,0.4
Elijhaa Penny (FA),2020,5,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Boston Scott (PHI),2020,5,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Michael Burton (DEN),2020,5,2,2,1.0,2,0,0,0,0,0,0.0,0,0,0.2
Alex Armah Jr. (WAS),2020,5,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Keith Smith (ATL),2020,5,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Jordan Wilkins (FA),2020,5,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Dion Lewis (FA),2020,5,0,0,0.0,0,0,0,2,4,1,0.5,0,0,0.1
Reggie Gilliam (BUF),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
JaMycal Hasty (JAC),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
La'Mical Perine (KC),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
DeeJay Dallas (SEA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Bruce Miller (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,5,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,5,3,7,2.3,3,0,0,3,3,38,12.7,0,0,0.0
C.J. Ham (MIN),2020,5,0,0,0.0,0,0,0,0,2,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troymaine Pope (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Leonard Fournette (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Prosise (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Peyton Barber (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryan Nall (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2020,5,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2020,5,2,-1,-0.5,2,0,0,0,0,0,0.0,0,0,-0.1
Ke'Shawn Vaughn (TB),2020,5,0,0,0.0,0,0,0,2,3,5,2.5,0,1,-1.5
Derrick Henry (TEN),2020,6,22,212,9.6,94,6,2,2,5,52,26.0,0,0,38.4
Kenyan Drake (FA),2020,6,20,164,8.2,69,6,2,0,2,0,0.0,0,0,28.4
D'Andre Swift (DET),2020,6,14,116,8.3,54,4,2,3,4,7,2.3,0,0,24.3
Ronald Jones II (DAL),2020,6,23,113,4.9,25,1,2,2,2,8,4.0,0,0,24.1
Clyde Edwards-Helaire (KC),2020,6,26,161,6.2,31,2,0,4,4,8,2.0,0,0,16.9
James Conner (ARI),2020,6,20,101,5.1,14,0,1,1,1,1,1.0,0,0,16.2
David Johnson (FA),2020,6,19,57,3.0,11,0,1,1,2,12,12.0,0,0,12.9
Joe Mixon (CIN),2020,6,18,54,3.0,9,0,1,2,3,15,7.5,0,0,12.9
Myles Gaskin (MIA),2020,6,18,91,5.1,15,0,0,4,4,35,8.8,0,0,12.6
Adrian Peterson (FA),2020,6,15,40,2.7,8,0,1,1,1,18,18.0,0,0,11.8
Jonathan Taylor (IND),2020,6,12,60,5.0,21,1,0,4,4,55,13.8,0,0,11.5
James Robinson (NE),2020,6,12,29,2.4,8,0,0,4,4,24,6.0,1,0,11.3
Miles Sanders (CAR),2020,6,9,118,13.1,74,5,0,1,2,-6,-6.0,0,0,11.2
Aaron Jones (GB),2020,6,10,15,1.5,7,0,1,3,5,26,8.7,0,0,10.1
Darrel Williams (FA),2020,6,6,26,4.3,13,0,1,1,1,15,15.0,0,0,10.1
Phillip Lindsay (FA),2020,6,23,101,4.4,20,1,0,0,0,0,0.0,0,0,10.1
David Montgomery (DET),2020,6,19,58,3.1,12,0,0,4,5,39,9.8,0,0,9.7
Mike Davis (FA),2020,6,18,52,2.9,12,0,1,2,3,3,1.5,0,1,9.5
Darrell Henderson Jr. (FA),2020,6,14,88,6.3,18,0,0,0,0,4,0.0,0,0,9.2
Giovani Bernard (FA),2020,6,8,15,1.9,9,0,1,3,3,13,4.3,0,0,8.8
Gus Edwards (BAL),2020,6,14,26,1.9,7,0,1,0,0,0,0.0,0,0,8.6
J.D. McKissic (FA),2020,6,8,41,5.1,14,0,0,6,6,43,7.2,0,0,8.4
Benny Snell Jr. (FA),2020,6,6,17,2.8,5,0,1,1,1,4,4.0,0,0,8.1
Raheem Mostert (MIA),2020,6,17,65,3.8,15,0,0,2,2,11,5.5,0,0,7.6
James White (FA),2020,6,4,8,2.0,3,0,0,8,9,65,8.1,0,0,7.3
Frank Gore (FA),2020,6,11,46,4.2,14,0,0,4,4,24,6.0,0,0,7.0
Todd Gurley II (FA),2020,6,20,47,2.4,9,0,0,3,4,20,6.7,0,0,6.7
Jeremy McNichols (PIT),2020,6,5,51,10.2,20,1,0,2,3,11,5.5,0,0,6.2
Kareem Hunt (FA),2020,6,13,40,3.1,10,0,0,2,3,17,8.5,0,0,5.7
Devonta Freeman (FA),2020,6,18,61,3.4,14,0,0,1,2,-4,-4.0,0,0,5.7
Antonio Gibson (WAS),2020,6,9,30,3.3,8,0,0,4,5,25,6.3,0,0,5.5
Devin Singletary (HOU),2020,6,10,32,3.2,10,0,0,1,2,13,13.0,0,0,4.5
Ty Johnson (NYJ),2020,6,3,42,14.0,34,2,0,0,1,0,0.0,0,0,4.2
Ke'Shawn Vaughn (TB),2020,6,5,42,8.4,19,0,0,0,1,0,0.0,0,0,4.2
Tony Pollard (DAL),2020,6,10,31,3.1,12,0,0,2,4,9,4.5,0,0,4.0
Ezekiel Elliott (FA),2020,6,12,49,4.1,11,0,0,8,10,31,3.9,0,2,4.0
JaMycal Hasty (JAC),2020,6,9,37,4.1,10,0,0,0,1,0,0.0,0,0,3.7
La'Mical Perine (KC),2020,6,7,27,3.9,13,0,0,2,3,9,4.5,0,0,3.6
Jamaal Williams (NO),2020,6,4,34,8.5,25,1,0,0,1,0,0.0,0,0,3.4
Damien Harris (BUF),2020,6,6,19,3.2,6,0,0,1,1,14,14.0,0,0,3.3
AJ Dillon (GB),2020,6,5,31,6.2,20,1,0,0,0,0,0.0,0,0,3.1
Alexander Mattison (MIN),2020,6,10,26,2.6,16,0,0,1,2,4,4.0,0,0,3.0
Royce Freeman (FA),2020,6,8,26,3.3,11,0,0,1,1,4,4.0,0,0,3.0
J.K. Dobbins (BAL),2020,6,9,28,3.1,16,0,0,2,4,1,0.5,0,0,2.9
Chase Edmonds (TB),2020,6,5,23,4.6,9,0,0,1,2,6,6.0,0,0,2.9
Dontrell Hilliard (FA),2020,6,4,29,7.3,19,0,0,0,0,0,0.0,0,0,2.9
Jerick McKinnon (FA),2020,6,6,18,3.0,5,0,0,2,3,10,5.0,0,0,2.8
Trenton Cannon (FA),2020,6,3,12,4.0,10,0,0,2,2,15,7.5,0,0,2.7
Nyheim Hines (BUF),2020,6,0,0,0.0,0,0,0,5,6,27,5.4,0,0,2.7
Ito Smith (FA),2020,6,2,8,4.0,4,0,0,1,1,17,17.0,0,0,2.5
Malcolm Brown (FA),2020,6,2,4,2.0,3,0,0,3,4,18,6.0,0,0,2.2
Matt Breida (NYG),2020,6,6,15,2.5,5,0,0,2,2,7,3.5,0,0,2.2
Kerryon Johnson (FA),2020,6,4,9,2.3,9,0,0,1,2,11,11.0,0,0,2.0
Mark Ingram II (FA),2020,6,5,20,4.0,9,0,0,0,0,0,0.0,0,0,2.0
Darwin Thompson (SEA),2020,6,3,17,5.7,11,0,0,0,0,0,0.0,0,0,1.7
Chris Thompson (FA),2020,6,0,0,0.0,0,0,0,3,4,15,5.0,0,0,1.5
Rex Burkhead (FA),2020,6,5,14,2.8,7,0,0,0,0,0,0.0,0,0,1.4
Brian Hill (FA),2020,6,10,28,2.8,9,0,0,2,2,6,3.0,0,1,1.4
Rico Dowdle (DAL),2020,6,3,13,4.3,7,0,0,0,0,0,0.0,0,0,1.3
Duke Johnson Jr. (FA),2020,6,4,9,2.3,10,0,0,1,2,2,2.0,0,0,1.1
Dion Lewis (FA),2020,6,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1.0
Zack Moss (IND),2020,6,5,10,2.0,4,0,0,0,0,0,0.0,0,0,1.0
Peyton Barber (FA),2020,6,4,6,1.5,4,0,0,1,1,4,4.0,0,0,1.0
Boston Scott (PHI),2020,6,2,4,2.0,5,0,0,2,4,5,2.5,0,0,0.9
Kyle Juszczyk (SF),2020,6,0,0,0.0,0,0,0,1,2,8,8.0,0,0,0.8
Anthony McFarland Jr. (PIT),2020,6,3,2,0.7,3,0,0,1,1,6,6.0,0,0,0.8
Ameer Abdullah (LV),2020,6,2,7,3.5,4,0,0,1,1,1,1.0,0,0,0.8
LeSean McCoy (FA),2020,6,4,1,0.3,2,0,0,1,1,6,6.0,0,0,0.7
Mike Boone (HOU),2020,6,1,-1,-1.0,0,0,0,1,1,6,6.0,0,0,0.5
Keith Smith (ATL),2020,6,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Patrick Laird (TB),2020,6,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
D'Ernest Johnson (JAC),2020,6,4,1,0.3,6,0,0,0,1,0,0.0,0,0,0.1
Jakob Johnson (LV),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
John Lovett (MIA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Gilliam (BUF),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Huntley (PIT),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cam Akers (LAR),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Artavis Pierce (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Xavier Jones (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Bruce Miller (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,6,1,1,1.0,1,0,0,1,1,8,8.0,0,0,0.0
Elijhaa Penny (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2020,6,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wayne Gallman Jr. (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Prosise (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryan Nall (FA),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2020,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Patrick Ricard (BAL),2020,6,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2020,6,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Wilkins (FA),2020,6,1,-1,-1.0,0,0,0,0,1,0,0.0,0,0,-0.1
Jeff Wilson Jr. (MIA),2020,7,17,112,6.6,17,0,3,2,2,8,4.0,0,0,30.0
James Robinson (NE),2020,7,22,119,5.4,22,1,1,4,6,18,4.5,1,0,27.7
Todd Gurley II (FA),2020,7,23,63,2.7,13,0,2,2,3,19,9.5,0,0,20.2
Antonio Gibson (WAS),2020,7,20,128,6.4,40,3,1,0,1,0,0.0,0,0,18.8
Jamaal Williams (NO),2020,7,19,77,4.1,13,0,1,4,5,37,9.3,0,0,17.4
Kareem Hunt (FA),2020,7,18,76,4.2,15,0,0,3,4,26,8.7,1,0,16.2
Giovani Bernard (FA),2020,7,13,37,2.8,8,0,0,5,5,59,11.8,1,0,15.6
Boston Scott (PHI),2020,7,12,46,3.8,12,0,0,3,5,46,15.3,1,0,15.2
Alvin Kamara (NO),2020,7,14,83,5.9,32,2,0,8,8,65,8.1,0,0,14.8
Chase Edmonds (TB),2020,7,5,58,11.6,32,2,0,7,7,87,12.4,0,0,14.5
Carlos Hyde (FA),2020,7,15,68,4.5,24,1,1,3,4,8,2.7,0,0,13.6
Derrick Henry (TEN),2020,7,20,75,3.8,17,0,1,2,2,-3,-1.5,0,0,13.2
David Johnson (FA),2020,7,14,42,3.0,13,0,0,4,4,42,10.5,1,1,12.4
Clyde Edwards-Helaire (KC),2020,7,8,46,5.8,27,1,1,1,4,17,17.0,0,0,12.3
Malcolm Brown (FA),2020,7,10,57,5.7,13,0,1,0,1,0,0.0,0,0,11.7
La'Mical Perine (KC),2020,7,11,40,3.6,20,1,1,2,3,16,8.0,0,0,11.6
Wayne Gallman Jr. (FA),2020,7,10,34,3.4,14,0,1,5,5,20,4.0,0,0,11.4
James Conner (ARI),2020,7,20,82,4.1,24,1,0,3,5,29,9.7,0,0,11.1
D'Andre Swift (DET),2020,7,9,27,3.0,13,0,1,4,5,21,5.3,0,0,10.8
Melvin Gordon III (FA),2020,7,17,68,4.0,11,0,1,2,4,12,6.0,0,2,10.0
Leonard Fournette (FA),2020,7,11,50,4.5,24,1,0,6,7,47,7.8,0,0,9.7
Ronald Jones II (DAL),2020,7,13,34,2.6,13,0,1,1,2,2,2.0,0,0,9.6
Kyle Juszczyk (SF),2020,7,4,18,4.5,10,0,1,1,2,18,18.0,0,0,9.6
Phillip Lindsay (FA),2020,7,9,79,8.8,20,1,0,0,0,0,0.0,0,0,7.9
Darrell Henderson Jr. (FA),2020,7,15,63,4.2,11,0,0,2,2,13,6.5,0,0,7.6
JaMycal Hasty (JAC),2020,7,9,57,6.3,20,1,0,1,1,16,16.0,0,0,7.3
Zack Moss (IND),2020,7,7,47,6.7,26,1,0,3,3,25,8.3,0,0,7.2
Damien Harris (BUF),2020,7,10,58,5.8,12,0,0,1,1,12,12.0,0,0,7.0
David Montgomery (DET),2020,7,14,48,3.4,11,0,0,5,5,21,4.2,0,0,6.9
Benny Snell Jr. (FA),2020,7,2,2,1.0,1,0,1,0,0,0,0.0,0,0,6.2
Frank Gore (FA),2020,7,11,60,5.5,13,0,0,0,0,0,0.0,0,0,6.0
Latavius Murray (FA),2020,7,11,47,4.3,25,1,0,1,1,9,9.0,0,0,5.6
Justin Jackson (FA),2020,7,5,12,2.4,11,0,0,5,6,43,8.6,0,0,5.5
Joshua Kelley (LAC),2020,7,12,29,2.4,9,0,0,5,5,24,4.8,0,0,5.3
J.D. McKissic (FA),2020,7,5,35,7.0,12,0,0,2,2,16,8.0,0,0,5.1
Ezekiel Elliott (FA),2020,7,12,45,3.8,12,0,0,1,2,6,6.0,0,0,5.1
Devin Singletary (HOU),2020,7,8,29,3.6,12,0,0,2,5,18,9.0,0,0,4.7
Rex Burkhead (FA),2020,7,4,12,3.0,5,0,0,3,4,35,11.7,0,0,4.7
Duke Johnson Jr. (FA),2020,7,1,-1,-1.0,0,0,0,5,5,43,8.6,0,0,4.2
Kenyan Drake (FA),2020,7,14,34,2.4,9,0,0,1,2,7,7.0,0,0,4.1
Chris Carson (FA),2020,7,5,34,6.8,10,0,0,1,2,7,7.0,0,0,4.1
Le'Veon Bell (FA),2020,7,6,39,6.5,16,0,0,0,0,0,0.0,0,0,3.9
Mike Davis (FA),2020,7,7,12,1.7,7,0,0,5,5,24,4.8,0,0,3.6
Peyton Barber (FA),2020,7,10,34,3.4,11,0,0,0,0,0,0.0,0,0,3.4
Josh Jacobs (LV),2020,7,10,17,1.7,5,0,0,3,4,14,4.7,0,0,3.1
Brian Hill (FA),2020,7,2,3,1.5,2,0,0,3,3,27,9.0,0,0,3.0
Adrian Peterson (FA),2020,7,11,29,2.6,7,0,0,1,1,1,1.0,0,0,3.0
Jalen Richard (FA),2020,7,7,24,3.4,9,0,0,0,0,0,0.0,0,0,2.4
Tony Pollard (DAL),2020,7,8,16,2.0,6,0,0,1,1,6,6.0,0,0,2.2
Corey Clement (ARI),2020,7,2,9,4.5,7,0,0,1,1,12,12.0,0,0,2.1
Alec Ingold (MIA),2020,7,0,0,0.0,0,0,0,1,1,21,21.0,0,0,2.1
DeeJay Dallas (SEA),2020,7,0,0,0.0,0,0,0,2,3,18,9.0,0,0,1.8
Royce Freeman (FA),2020,7,3,12,4.0,6,0,0,1,2,5,5.0,0,0,1.7
Reggie Gilliam (BUF),2020,7,0,0,0.0,0,0,0,1,1,15,15.0,0,0,1.5
Devontae Booker (FA),2020,7,3,5,1.7,2,0,0,2,2,9,4.5,0,0,1.4
Jason Huntley (PIT),2020,7,2,13,6.5,10,0,0,0,1,0,0.0,0,0,1.3
AJ Dillon (GB),2020,7,5,11,2.2,5,0,0,0,0,0,0.0,0,0,1.1
Travis Homer (CHI),2020,7,3,10,3.3,6,0,0,0,0,0,0.0,0,0,1.0
Devonta Freeman (FA),2020,7,3,8,2.7,7,0,0,0,1,0,0.0,0,0,0.8
Trenton Cannon (FA),2020,7,1,7,7.0,7,0,0,0,0,0,0.0,0,0,0.7
DeAndre Washington (FA),2020,7,3,5,1.7,3,0,0,1,1,2,2.0,0,0,0.7
Anthony McFarland Jr. (PIT),2020,7,1,6,6.0,6,0,0,0,1,0,0.0,0,0,0.6
Troymaine Pope (FA),2020,7,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Samaje Perine (DEN),2020,7,1,3,3.0,3,0,0,1,1,3,3.0,0,0,0.6
Jaylen Samuels (FA),2020,7,1,5,5.0,5,0,0,0,0,0,0.0,0,0,0.5
Dion Lewis (FA),2020,7,3,23,7.7,19,0,0,0,0,0,0.0,0,1,0.3
D'Ernest Johnson (JAC),2020,7,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
James White (FA),2020,7,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Jeremy McNichols (PIT),2020,7,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Jakob Johnson (LV),2020,7,0,0,0.0,0,0,0,1,1,1,1.0,0,0,0.1
Alex Armah Jr. (WAS),2020,7,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0.1
Trayveon Williams (CIN),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devine Ozigbo (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dexter Williams (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Khari Blasingame (CHI),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jeremy Cox (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
John Lovett (MIA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Johnson (NYJ),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rico Dowdle (DAL),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Raymond Calais (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gabe Nabers (FA),2020,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Jonathan Ward (TEN),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ke'Shawn Vaughn (TB),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Bruce Miller (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2020,7,3,1,0.3,2,0,0,3,4,11,3.7,0,0,0.0
Elijhaa Penny (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Prosise (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ito Smith (FA),2020,7,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Darrel Williams (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kerryon Johnson (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dare Ogunbowale (HOU),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2020,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerick McKinnon (FA),2020,7,3,-1,-0.3,1,0,0,0,0,0,0.0,0,0,-0.1
Dalvin Cook (MIN),2020,8,30,163,5.4,37,3,3,2,3,63,31.5,1,0,46.6
Zack Moss (IND),2020,8,14,81,5.8,21,1,2,0,1,0,0.0,0,0,20.1
Giovani Bernard (FA),2020,8,15,62,4.1,12,0,1,3,4,16,5.3,1,0,19.8
Jordan Wilkins (FA),2020,8,20,89,4.5,16,0,1,1,1,24,24.0,0,0,19.3
Nyheim Hines (BUF),2020,8,5,8,1.6,6,0,0,3,5,54,18.0,2,0,18.2
DeeJay Dallas (SEA),2020,8,18,41,2.3,9,0,1,5,5,17,3.4,1,0,17.8
Derrick Henry (TEN),2020,8,18,112,6.2,21,1,1,0,1,0,0.0,0,0,17.2
Alvin Kamara (NO),2020,8,12,67,5.6,20,2,0,9,13,96,10.7,0,0,16.3
Damien Harris (BUF),2020,8,16,102,6.4,22,1,1,0,0,0,0.0,0,0,16.2
Gus Edwards (BAL),2020,8,16,87,5.4,25,2,1,0,1,0,0.0,0,0,14.7
Phillip Lindsay (FA),2020,8,6,83,13.8,55,5,1,1,3,3,3.0,0,0,14.6
Justin Jackson (FA),2020,8,17,89,5.2,22,1,0,3,5,53,17.7,0,0,14.2
Josh Jacobs (LV),2020,8,31,129,4.2,16,0,0,0,1,0,0.0,0,0,12.9
Jamaal Williams (NO),2020,8,16,75,4.7,10,0,0,6,6,27,4.5,0,0,12.2
Wayne Gallman Jr. (FA),2020,8,12,44,3.7,17,0,1,1,1,18,18.0,0,0,12.2
J.K. Dobbins (BAL),2020,8,15,113,7.5,28,1,0,1,2,8,8.0,0,0,12.1
James Conner (ARI),2020,8,15,47,3.1,18,0,1,3,3,13,4.3,0,0,12.0
Todd Gurley II (FA),2020,8,18,46,2.6,11,0,1,0,0,0,0.0,0,0,10.6
David Montgomery (DET),2020,8,21,89,4.2,38,2,0,2,5,16,8.0,0,0,10.5
Myles Gaskin (MIA),2020,8,18,47,2.6,6,0,1,3,6,16,5.3,0,1,10.3
Jerick McKinnon (FA),2020,8,3,-1,-0.3,1,0,1,4,4,40,10.0,0,0,9.9
Troymaine Pope (FA),2020,8,10,67,6.7,26,1,0,5,7,28,5.6,0,0,9.5
Samaje Perine (DEN),2020,8,10,32,3.2,16,0,1,1,1,2,2.0,0,0,9.4
Devin Singletary (HOU),2020,8,14,86,6.1,18,0,0,1,1,6,6.0,0,0,9.2
JaMycal Hasty (JAC),2020,8,12,29,2.4,5,0,1,1,1,2,2.0,0,0,9.1
Boston Scott (PHI),2020,8,15,70,4.7,19,0,0,2,2,9,4.5,0,0,7.9
Mike Davis (FA),2020,8,13,66,5.1,17,0,0,1,2,11,11.0,0,0,7.7
Kerryon Johnson (FA),2020,8,0,0,0.0,0,0,0,2,2,15,7.5,1,0,7.5
Kareem Hunt (FA),2020,8,14,66,4.7,18,0,0,2,3,7,3.5,0,0,7.3
Ezekiel Elliott (FA),2020,8,19,63,3.3,11,0,0,1,2,10,10.0,0,0,7.3
Leonard Fournette (FA),2020,8,15,52,3.5,13,0,0,3,6,19,6.3,0,0,7.1
