,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Phillip Lindsay (FA),2019,3,21,81,3.9,9,0,2,4,5,49,12.3,0,0,25.0
Christian McCaffrey (SF),2019,3,24,153,6.4,76,4,1,3,4,35,11.7,0,0,24.8
Dalvin Cook (MIN),2019,3,16,110,6.9,25,1,1,4,5,33,8.3,0,0,20.3
LeSean McCoy (FA),2019,3,8,54,6.8,25,1,1,3,3,26,8.7,1,0,20.0
Tony Pollard (DAL),2019,3,13,103,7.9,28,1,1,3,3,25,8.3,0,0,18.8
Joe Mixon (CIN),2019,3,15,60,4.0,14,0,0,2,2,34,17.0,1,0,15.4
Frank Gore (FA),2019,3,14,76,5.4,22,1,1,2,2,13,6.5,0,0,14.9
Marlon Mack (FA),2019,3,16,74,4.6,26,1,1,2,3,14,7.0,0,0,14.8
Aaron Jones (GB),2019,3,10,19,1.9,7,0,2,1,1,4,4.0,0,0,14.3
Ezekiel Elliott (FA),2019,3,19,125,6.6,18,0,0,2,3,14,7.0,0,0,13.9
Jeff Wilson Jr. (MIA),2019,3,8,18,2.3,5,0,2,0,1,0,0.0,0,0,13.8
Nick Chubb (CLE),2019,3,23,96,4.2,13,0,0,4,7,35,8.8,0,0,13.1
Rex Burkhead (FA),2019,3,11,47,4.3,8,0,1,6,7,22,3.7,0,0,12.9
David Johnson (FA),2019,3,11,37,3.4,15,0,0,6,9,28,4.7,1,0,12.5
Ronald Jones II (DAL),2019,3,14,80,5.7,25,1,0,1,1,41,41.0,0,0,12.1
Alexander Mattison (MIN),2019,3,12,58,4.8,21,1,1,0,0,0,0.0,0,0,11.8
Darrel Williams (FA),2019,3,9,62,6.9,41,3,0,5,5,47,9.4,0,0,10.9
Chris Thompson (FA),2019,3,7,29,4.1,11,0,0,4,5,79,19.8,0,0,10.8
Miles Sanders (CAR),2019,3,13,53,4.1,14,0,0,2,4,73,36.5,0,1,10.6
Derrick Henry (TEN),2019,3,17,44,2.6,11,0,1,1,2,2,2.0,0,0,10.6
Kerryon Johnson (FA),2019,3,20,36,1.8,11,0,1,1,1,7,7.0,0,0,10.3
Jordan Howard (FA),2019,3,11,37,3.4,11,0,1,0,1,0,0.0,0,0,9.7
Devonta Freeman (FA),2019,3,16,88,5.5,28,2,0,3,4,7,2.3,0,0,9.5
Leonard Fournette (FA),2019,3,15,66,4.4,69,4,0,6,8,26,4.3,0,0,9.2
Matt Breida (NYG),2019,3,14,68,4.9,10,0,0,2,3,20,10.0,0,0,8.8
Jamaal Williams (NO),2019,3,12,55,4.6,12,0,0,2,2,27,13.5,0,0,8.2
Austin Ekeler (LAC),2019,3,9,36,4.0,11,0,0,7,7,45,6.4,0,0,8.1
David Montgomery (DET),2019,3,13,67,5.2,25,1,0,3,3,14,4.7,0,0,8.1
Carlos Hyde (FA),2019,3,10,19,1.9,10,0,1,0,0,0,0.0,0,0,7.9
Royce Freeman (FA),2019,3,15,63,4.2,13,0,0,4,5,10,2.5,0,0,7.3
Sony Michel (FA),2019,3,9,11,1.2,5,0,1,0,1,0,0.0,0,0,7.1
Gus Edwards (BAL),2019,3,7,53,7.6,15,0,0,2,2,15,7.5,0,0,6.8
Le'Veon Bell (FA),2019,3,18,35,1.9,8,0,0,4,4,28,7.0,0,0,6.3
Raheem Mostert (MIA),2019,3,12,79,6.6,19,0,0,0,1,0,0.0,0,1,5.9
Peyton Barber (FA),2019,3,13,48,3.7,8,0,0,2,2,7,3.5,0,0,5.5
Kenyan Drake (FA),2019,3,12,38,3.2,8,0,0,3,6,34,11.3,0,1,5.2
Kyle Juszczyk (SF),2019,3,0,0,0.0,0,0,0,3,3,51,17.0,0,0,5.1
Josh Jacobs (LV),2019,3,10,44,4.4,18,0,0,0,2,0,0.0,0,0,4.4
J.D. McKissic (FA),2019,3,1,44,44.0,44,3,0,0,0,0,0.0,0,0,4.4
Todd Gurley II (FA),2019,3,14,43,3.1,9,0,0,0,1,0,0.0,0,0,4.3
C.J. Prosise (FA),2019,3,4,5,1.3,2,0,0,5,5,38,7.6,0,0,4.3
James Conner (ARI),2019,3,13,43,3.3,10,0,0,4,4,14,3.5,0,1,3.7
Saquon Barkley (NYG),2019,3,8,10,1.3,6,0,0,4,5,27,6.8,0,0,3.7
Adrian Peterson (FA),2019,3,12,37,3.1,7,0,0,1,3,-3,-3.0,0,0,3.4
Chris Carson (FA),2019,3,15,52,3.5,22,1,0,1,1,-2,-2.0,0,1,3.0
Justin Jackson (FA),2019,3,5,26,5.2,10,0,0,4,4,4,1.0,0,0,3.0
Jalen Richard (FA),2019,3,2,15,7.5,11,0,0,3,3,14,4.7,0,0,2.9
T.J. Yeldon (FA),2019,3,8,30,3.8,10,0,0,2,3,19,9.5,0,1,2.9
Nyheim Hines (BUF),2019,3,2,3,1.5,2,0,0,3,4,26,8.7,0,0,2.9
Mike Boone (HOU),2019,3,3,28,9.3,24,1,0,0,0,0,0.0,0,0,2.8
Kalen Ballage (FA),2019,3,8,17,2.1,6,0,0,1,3,10,10.0,0,0,2.7
Danny Vitale (FA),2019,3,0,0,0.0,0,0,0,1,1,27,27.0,0,0,2.7
Chase Edmonds (TB),2019,3,3,15,5.0,8,0,0,1,2,10,10.0,0,0,2.5
Duke Johnson Jr. (FA),2019,3,2,2,1.0,1,0,0,2,3,22,11.0,0,0,2.4
Tarik Cohen (FA),2019,3,4,-2,-0.5,1,0,0,2,4,26,13.0,0,0,2.4
Dare Ogunbowale (HOU),2019,3,0,0,0.0,0,0,0,3,3,23,7.7,0,0,2.3
DeAndre Washington (FA),2019,3,6,22,3.7,8,0,0,0,0,0,0.0,0,0,2.2
Dion Lewis (FA),2019,3,3,13,4.3,5,0,0,1,1,7,7.0,0,0,2.0
Brandon Bolden (LV),2019,3,2,-2,-1.0,3,0,0,2,3,21,10.5,0,0,1.9
Wayne Gallman Jr. (FA),2019,3,5,13,2.6,6,0,0,0,1,0,0.0,0,0,1.3
Giovani Bernard (FA),2019,3,3,5,1.7,4,0,0,2,2,7,3.5,0,0,1.2
Nick Bawden (NYJ),2019,3,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1.0
Darwin Thompson (SEA),2019,3,3,8,2.7,8,0,0,0,0,0,0.0,0,0,0.8
Malcolm Brown (FA),2019,3,3,7,2.3,4,0,0,0,1,0,0.0,0,0,0.7
Benny Snell Jr. (FA),2019,3,3,6,2.0,4,0,0,0,0,0,0.0,0,0,0.6
Alex Armah Jr. (WAS),2019,3,1,4,4.0,4,0,0,1,1,2,2.0,0,0,0.6
Reggie Bonnafon (FA),2019,3,2,5,2.5,4,0,0,0,0,0,0.0,0,0,0.5
Ty Johnson (NYJ),2019,3,4,5,1.3,3,0,0,1,2,0,0.0,0,0,0.5
Darren Sproles (FA),2019,3,2,4,2.0,3,0,0,0,1,0,0.0,0,0,0.4
Kenjon Barner (FA),2019,3,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Mike Davis (FA),2019,3,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Latavius Murray (FA),2019,3,2,2,1.0,2,0,0,0,0,0,0.0,0,0,0.2
Justice Hill (BAL),2019,3,1,1,1.0,1,0,0,0,3,0,0.0,0,0,0.1
Ty Montgomery (NE),2019,3,2,1,0.5,3,0,0,0,1,0,0.0,0,0,0.1
Andrew Beck (HOU),2019,3,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Damien Harris (BUF),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ryquell Armstead (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Bilal Powell (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,3,4,14,3.5,7,0,0,1,1,6,6.0,0,0,0.0
Jamize Olawale (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2019,3,0,0,0.0,0,0,0,1,2,0,0.0,0,0,0.0
Troymaine Pope (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
T.J. Logan (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D.J. Foster (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wendell Smallwood (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tyler Ervin (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trenton Cannon (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jaylen Samuels (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ito Smith (FA),2019,3,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick DiMarco (FA),2019,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Zach Line (FA),2019,3,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2019,3,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Derek Watt (FA),2019,3,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,-0.1
Jordan Wilkins (FA),2019,3,3,-2,-0.7,0,0,0,0,0,0,0.0,0,0,-0.2
Nick Chubb (CLE),2019,4,20,165,8.3,88,4,3,3,4,18,6.0,0,0,36.3
Jordan Howard (FA),2019,4,15,87,5.8,19,0,2,3,4,28,9.3,1,0,29.5
Leonard Fournette (FA),2019,4,29,225,7.8,81,5,0,2,3,20,10.0,0,0,24.5
Austin Ekeler (LAC),2019,4,18,60,3.3,9,0,1,5,5,62,12.4,1,0,24.2
Christian McCaffrey (SF),2019,4,27,93,3.4,13,0,1,10,10,86,8.6,0,0,23.9
Wayne Gallman Jr. (FA),2019,4,18,63,3.5,22,1,1,6,7,55,9.2,1,1,21.8
Todd Gurley II (FA),2019,4,5,16,3.2,13,0,2,7,11,54,7.7,0,0,19.0
James Conner (ARI),2019,4,10,42,4.2,21,1,0,8,8,83,10.4,1,0,18.5
Darrel Williams (FA),2019,4,8,13,1.6,8,0,2,3,4,43,14.3,0,1,15.6
Jaylen Samuels (FA),2019,4,10,26,2.6,13,0,1,8,8,57,7.1,0,0,15.5
LeSean McCoy (FA),2019,4,11,56,5.1,39,2,1,2,4,33,16.5,0,0,14.9
Chris Carson (FA),2019,4,22,104,4.7,12,0,0,4,4,41,10.3,0,0,14.5
Ronald Jones II (DAL),2019,4,19,70,3.7,24,1,1,1,1,12,12.0,0,0,14.2
David Johnson (FA),2019,4,11,40,3.6,14,0,0,8,11,99,12.4,0,0,13.9
Kerryon Johnson (FA),2019,4,26,125,4.8,14,0,0,2,3,32,16.0,0,1,13.7
Dalvin Cook (MIN),2019,4,14,35,2.5,9,0,1,6,8,35,5.8,0,0,13.0
Aaron Jones (GB),2019,4,13,21,1.6,7,0,1,6,7,37,6.2,0,0,11.8
Dontrell Hilliard (FA),2019,4,6,27,4.5,11,0,1,2,3,27,13.5,0,0,11.4
Ryquell Armstead (FA),2019,4,8,42,5.3,16,0,0,1,1,7,7.0,1,0,10.9
Frank Gore (FA),2019,4,17,109,6.4,41,4,0,0,1,0,0.0,0,0,10.9
Josh Jacobs (LV),2019,4,17,79,4.6,16,0,0,2,2,29,14.5,0,0,10.8
Derrick Henry (TEN),2019,4,27,100,3.7,16,0,0,1,1,8,8.0,0,0,10.8
Ezekiel Elliott (FA),2019,4,18,35,1.9,6,0,1,6,7,30,5.0,0,1,10.5
Devonta Freeman (FA),2019,4,12,28,2.3,8,0,0,8,9,72,9.0,0,0,10.0
Troymaine Pope (FA),2019,4,10,20,2.0,8,0,0,2,2,14,7.0,1,0,9.4
Ito Smith (FA),2019,4,2,11,5.5,10,0,1,2,4,20,10.0,0,0,9.1
Alvin Kamara (NO),2019,4,17,69,4.1,13,0,0,3,3,20,6.7,0,0,8.9
Peyton Barber (FA),2019,4,9,19,2.1,7,0,1,0,1,0,0.0,0,0,7.9
Duke Johnson Jr. (FA),2019,4,6,56,9.3,40,3,0,2,3,22,11.0,0,0,7.8
Tarik Cohen (FA),2019,4,5,11,2.2,6,0,0,2,5,7,3.5,1,0,7.8
Kenyan Drake (FA),2019,4,9,44,4.9,10,0,0,3,5,29,9.7,0,0,7.3
Miles Sanders (CAR),2019,4,11,72,6.5,30,2,0,0,0,0,0.0,0,0,7.2
Mark Ingram II (FA),2019,4,12,71,5.9,18,0,0,1,1,0,0.0,0,1,7.1
T.J. Yeldon (FA),2019,4,0,0,0.0,0,0,0,4,4,68,17.0,0,0,6.8
David Montgomery (DET),2019,4,21,53,2.5,7,0,0,3,5,14,4.7,0,0,6.7
C.J. Prosise (FA),2019,4,3,4,1.3,9,0,1,0,0,0,0.0,0,0,6.4
Carlos Hyde (FA),2019,4,12,58,4.8,25,1,0,4,5,6,1.5,0,0,6.4
Brandon Bolden (LV),2019,4,1,4,4.0,4,0,1,0,0,0,0.0,0,0,6.4
Sony Michel (FA),2019,4,17,63,3.7,15,0,0,0,0,0,0.0,0,0,6.3
Joe Mixon (CIN),2019,4,15,62,4.1,15,0,0,4,5,1,0.3,0,0,6.3
Chris Thompson (FA),2019,4,4,4,1.0,3,0,0,4,5,56,14.0,0,0,6.0
Phillip Lindsay (FA),2019,4,9,53,5.9,28,1,0,1,1,7,7.0,0,0,6.0
James White (FA),2019,4,1,1,1.0,1,0,0,8,10,57,7.1,0,0,5.8
Royce Freeman (FA),2019,4,6,16,2.7,5,0,0,4,6,34,8.5,0,0,5.0
Nyheim Hines (BUF),2019,4,3,6,2.0,4,0,0,6,6,39,6.5,0,0,4.5
J.D. McKissic (FA),2019,4,4,30,7.5,26,1,0,1,2,11,11.0,0,0,4.1
Marlon Mack (FA),2019,4,11,39,3.5,18,0,0,0,0,0,0.0,0,0,3.9
Chase Edmonds (TB),2019,4,6,37,6.2,10,0,0,0,0,0,0.0,0,0,3.7
Gus Edwards (BAL),2019,4,6,28,4.7,14,0,0,1,1,8,8.0,0,0,3.6
Mark Walton (FA),2019,4,6,23,3.8,11,0,0,2,2,11,5.5,0,0,3.4
Adrian Peterson (FA),2019,4,11,28,2.5,9,0,0,0,0,0,0.0,0,0,2.8
Jordan Wilkins (FA),2019,4,4,17,4.3,6,0,0,1,1,11,11.0,0,0,2.8
DeAndre Washington (FA),2019,4,6,18,3.0,7,0,0,2,3,8,4.0,0,0,2.6
Derek Watt (FA),2019,4,0,0,0.0,0,0,0,1,1,21,21.0,0,0,2.1
Latavius Murray (FA),2019,4,4,14,3.5,5,0,0,1,1,6,6.0,0,0,2.0
Dion Lewis (FA),2019,4,4,16,4.0,7,0,0,4,5,4,1.0,0,0,2.0
Giovani Bernard (FA),2019,4,1,3,3.0,3,0,0,4,6,16,4.0,0,0,1.9
Jalen Richard (FA),2019,4,4,17,4.3,13,0,0,1,1,1,1.0,0,0,1.8
Danny Vitale (FA),2019,4,1,3,3.0,3,0,0,2,3,15,7.5,0,0,1.8
Justice Hill (BAL),2019,4,2,8,4.0,5,0,0,2,2,9,4.5,0,0,1.7
Dare Ogunbowale (HOU),2019,4,1,0,0.0,0,0,0,3,4,16,5.3,0,0,1.6
Malcolm Brown (FA),2019,4,5,14,2.8,6,0,0,0,1,0,0.0,0,0,1.4
Ty Johnson (NYJ),2019,4,3,13,4.3,6,0,0,1,1,1,1.0,0,0,1.4
Wendell Smallwood (FA),2019,4,0,0,0.0,0,0,0,1,1,14,14.0,0,0,1.4
Ameer Abdullah (LV),2019,4,0,0,0.0,0,0,0,2,3,14,7.0,0,0,1.4
Alexander Mattison (MIN),2019,4,2,5,2.5,3,0,0,1,1,8,8.0,0,0,1.3
Jon Hilliman (FA),2019,4,10,33,3.3,7,0,0,0,0,0,0.0,0,1,1.3
Elijhaa Penny (FA),2019,4,3,12,4.0,5,0,0,0,0,0,0.0,0,0,1.2
C.J. Ham (MIN),2019,4,0,0,0.0,0,0,0,3,4,10,3.3,0,0,1.0
Rex Burkhead (FA),2019,4,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.7
Kalen Ballage (FA),2019,4,2,7,3.5,6,0,0,0,1,0,0.0,0,0,0.7
Nick Bawden (NYJ),2019,4,0,0,0.0,0,0,0,1,2,4,4.0,0,0,0.4
Darren Sproles (FA),2019,4,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Zach Line (FA),2019,4,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Alec Ingold (MIA),2019,4,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Benny Snell Jr. (FA),2019,4,2,1,0.5,1,0,0,0,1,0,0.0,0,0,0.1
Andrew Beck (HOU),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tony Pollard (DAL),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cullen Gillaspia (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Scarlett (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darrell Henderson Jr. (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,4,2,4,2.0,3,0,0,1,1,3,3.0,0,0,0.0
Jamize Olawale (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,4,0,0,0.0,0,0,0,1,1,7,7.0,0,0,0.0
T.J. Logan (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Samaje Perine (DEN),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brian Hill (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Corey Clement (ARI),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jamaal Williams (NO),2019,4,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
D.J. Foster (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tyler Ervin (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andy Janovich (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dwayne Washington (NO),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Bonnafon (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
David Fluellen (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick DiMarco (FA),2019,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Aaron Jones (GB),2019,5,19,107,5.6,18,0,4,7,8,75,10.7,0,0,42.2
Christian McCaffrey (SF),2019,5,19,176,9.3,84,4,2,6,8,61,10.2,1,0,41.7
Josh Jacobs (LV),2019,5,26,123,4.7,21,1,2,3,3,20,6.7,0,0,26.3
Matt Breida (NYG),2019,5,11,114,10.4,83,4,1,3,3,15,5.0,1,0,24.9
Phillip Lindsay (FA),2019,5,15,114,7.6,32,3,1,4,4,33,8.3,0,0,20.7
Dalvin Cook (MIN),2019,5,21,132,6.3,41,3,0,6,6,86,14.3,0,1,19.8
Leonard Fournette (FA),2019,5,23,108,4.7,48,3,1,4,7,29,7.3,0,0,19.7
Sony Michel (FA),2019,5,16,91,5.7,25,1,1,3,3,32,10.7,0,0,18.3
Chris Carson (FA),2019,5,27,118,4.4,14,0,0,1,2,5,5.0,1,0,18.3
Todd Gurley II (FA),2019,5,15,51,3.4,12,0,2,3,5,6,2.0,0,1,15.7
Tevin Coleman (FA),2019,5,16,97,6.1,19,0,1,0,0,0,0.0,0,0,15.7
David Johnson (FA),2019,5,17,91,5.4,17,0,0,3,5,65,21.7,0,0,15.6
Ezekiel Elliott (FA),2019,5,12,62,5.2,14,0,1,2,3,29,14.5,0,0,15.1
Marlon Mack (FA),2019,5,29,132,4.6,30,2,0,3,3,16,5.3,0,0,14.8
Chase Edmonds (TB),2019,5,8,68,8.5,37,2,1,3,4,18,6.0,0,0,14.6
Reggie Bonnafon (FA),2019,5,5,80,16.0,59,4,1,0,1,0,0.0,0,0,14.0
Derrick Henry (TEN),2019,5,20,78,3.9,24,1,1,0,0,0,0.0,0,0,13.8
Devonta Freeman (FA),2019,5,11,30,2.7,21,1,0,5,5,40,8.0,1,0,13.0
Jordan Howard (FA),2019,5,13,62,4.8,15,0,1,0,0,0,0.0,0,0,12.2
Carlos Hyde (FA),2019,5,21,60,2.9,14,0,1,0,1,0,0.0,0,0,12.0
James Conner (ARI),2019,5,14,55,3.9,12,0,1,0,0,0,0.0,0,0,11.5
Joe Mixon (CIN),2019,5,19,93,4.9,18,0,0,1,1,16,16.0,0,0,10.9
Alvin Kamara (NO),2019,5,16,62,3.9,16,0,0,6,7,42,7.0,0,0,10.9
Mark Ingram II (FA),2019,5,19,44,2.3,14,0,1,2,2,5,2.5,0,0,10.9
Brandon Bolden (LV),2019,5,5,13,2.6,5,0,0,1,1,29,29.0,1,0,10.2
Nick Chubb (CLE),2019,5,16,87,5.4,37,2,0,1,1,12,12.0,0,0,9.9
David Montgomery (DET),2019,5,11,25,2.3,6,0,1,1,1,11,11.0,0,0,9.6
DeAndre Washington (FA),2019,5,6,17,2.8,5,0,1,3,3,19,6.3,0,0,9.6
Peyton Barber (FA),2019,5,8,32,4.0,8,0,1,1,1,-1,-1.0,0,0,9.1
Le'Veon Bell (FA),2019,5,15,43,2.9,13,0,0,7,9,45,6.4,0,0,8.8
Austin Ekeler (LAC),2019,5,3,7,2.3,4,0,0,15,16,86,5.7,0,1,7.3
James White (FA),2019,5,6,26,4.3,7,0,0,6,9,46,7.7,0,0,7.2
Frank Gore (FA),2019,5,14,60,4.3,19,0,0,2,2,9,4.5,0,0,6.9
Duke Johnson Jr. (FA),2019,5,9,59,6.6,24,1,0,1,1,8,8.0,0,0,6.7
Royce Freeman (FA),2019,5,13,61,4.7,11,0,0,2,2,6,3.0,0,0,6.7
Miles Sanders (CAR),2019,5,9,15,1.7,8,0,0,4,5,49,12.3,0,0,6.4
Ito Smith (FA),2019,5,5,19,3.8,11,0,0,6,6,45,7.5,0,0,6.4
Ronald Jones II (DAL),2019,5,9,35,3.9,14,0,0,2,3,21,10.5,0,0,5.6
Alexander Mattison (MIN),2019,5,7,52,7.4,19,0,0,0,0,0,0.0,0,0,5.2
Tarik Cohen (FA),2019,5,4,10,2.5,4,0,0,6,7,39,6.5,0,0,4.9
Rashaad Penny (PHI),2019,5,6,18,3.0,8,0,0,2,2,31,15.5,0,0,4.9
Nyheim Hines (BUF),2019,5,2,-1,-0.5,3,0,0,4,5,46,11.5,0,0,4.5
Chris Thompson (FA),2019,5,4,21,5.3,12,0,0,5,7,17,3.4,0,0,3.8
Melvin Gordon III (FA),2019,5,12,31,2.6,7,0,0,4,6,7,1.8,0,0,3.8
Damien Williams (FA),2019,5,9,23,2.6,6,0,0,3,4,15,5.0,0,0,3.8
Latavius Murray (FA),2019,5,7,28,4.0,12,0,0,2,2,6,3.0,0,0,3.4
Raheem Mostert (MIA),2019,5,7,34,4.9,8,0,0,0,0,0,0.0,0,0,3.4
Jalen Richard (FA),2019,5,2,14,7.0,9,0,0,2,2,18,9.0,0,0,3.2
Tra Carson (FA),2019,5,6,14,2.3,7,0,0,4,4,18,4.5,0,0,3.2
Dion Lewis (FA),2019,5,2,11,5.5,9,0,0,2,4,19,9.5,0,0,3.0
T.J. Yeldon (FA),2019,5,2,15,7.5,11,0,0,4,4,13,3.3,0,0,2.8
Jordan Wilkins (FA),2019,5,7,28,4.0,10,0,0,0,0,0,0.0,0,0,2.8
Wendell Smallwood (FA),2019,5,6,27,4.5,12,0,0,0,0,0,0.0,0,0,2.7
Giovani Bernard (FA),2019,5,2,10,5.0,9,0,0,3,3,16,5.3,0,0,2.6
Ameer Abdullah (LV),2019,5,3,24,8.0,15,0,0,0,0,0,0.0,0,0,2.4
Elijhaa Penny (FA),2019,5,3,15,5.0,6,0,0,1,1,9,9.0,0,0,2.4
Jon Hilliman (FA),2019,5,9,20,2.2,6,0,0,1,2,4,4.0,0,0,2.4
Gus Edwards (BAL),2019,5,5,17,3.4,7,0,0,1,1,6,6.0,0,0,2.3
Dare Ogunbowale (HOU),2019,5,1,-4,-4.0,0,0,0,2,3,27,13.5,0,0,2.3
Kyle Juszczyk (SF),2019,5,0,0,0.0,0,0,0,2,3,20,10.0,0,0,2.0
