,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Adrian Peterson (FA),2019,8,14,76,5.4,29,1,0,2,2,27,13.5,0,0,10.3
Nick Chubb (CLE),2019,8,20,131,6.6,44,3,0,1,1,7,7.0,0,2,9.8
Melvin Gordon III (FA),2019,8,8,31,3.9,19,0,1,2,3,3,1.5,0,0,9.4
Duke Johnson Jr. (FA),2019,8,3,1,0.3,4,0,0,4,5,33,8.3,1,0,9.4
Damien Williams (FA),2019,8,7,30,4.3,9,0,1,0,0,0,0.0,0,0,9.0
Brian Hill (FA),2019,8,3,29,9.7,23,1,1,0,0,0,0.0,0,0,8.9
Carlos Hyde (FA),2019,8,19,83,4.4,20,1,0,0,1,0,0.0,0,0,8.3
Austin Ekeler (LAC),2019,8,3,3,1.0,3,0,0,2,3,19,9.5,1,0,8.2
Devonta Freeman (FA),2019,8,13,39,3.0,12,0,0,8,8,63,7.9,0,1,8.2
Josh Jacobs (LV),2019,8,15,66,4.4,23,1,0,2,2,15,7.5,0,0,8.1
James White (FA),2019,8,2,4,2.0,3,0,0,4,5,75,18.8,0,0,7.9
Phillip Lindsay (FA),2019,8,14,59,4.2,11,0,0,5,5,17,3.4,0,0,7.6
Sony Michel (FA),2019,8,21,74,3.5,16,0,0,0,0,0,0.0,0,0,7.4
Darrell Henderson Jr. (FA),2019,8,11,49,4.5,15,0,0,2,3,20,10.0,0,0,6.9
Alexander Mattison (MIN),2019,8,13,61,4.7,28,1,0,2,2,3,1.5,0,0,6.4
Derrick Henry (TEN),2019,8,16,75,4.7,34,2,0,1,1,8,8.0,0,1,6.3
Rashaad Penny (PHI),2019,8,8,55,6.9,17,0,0,0,0,0,0.0,0,0,5.5
Ronald Jones II (DAL),2019,8,11,35,3.2,7,0,0,1,3,17,17.0,0,0,5.2
Matt Breida (NYG),2019,8,11,35,3.2,17,0,0,1,1,15,15.0,0,0,5.0
Boston Scott (PHI),2019,8,5,6,1.2,5,0,1,0,0,0,0.0,0,1,4.6
Tarik Cohen (FA),2019,8,4,9,2.3,6,0,0,3,3,37,12.3,0,0,4.6
Nyheim Hines (BUF),2019,8,4,12,3.0,11,0,0,3,3,34,11.3,0,0,4.6
Giovani Bernard (FA),2019,8,3,31,10.3,25,1,0,2,2,14,7.0,0,0,4.5
LeSean McCoy (FA),2019,8,9,40,4.4,9,0,0,4,4,23,5.8,0,1,4.3
Ty Johnson (NYJ),2019,8,7,25,3.6,14,0,0,1,4,13,13.0,0,0,3.8
Dwayne Washington (NO),2019,8,3,38,12.7,31,2,0,0,0,0,0.0,0,0,3.8
Le'Veon Bell (FA),2019,8,8,23,2.9,5,0,0,3,5,12,4.0,0,0,3.5
Dontrell Hilliard (FA),2019,8,1,10,10.0,10,0,0,4,4,24,6.0,0,0,3.4
Mark Walton (FA),2019,8,11,35,3.2,9,0,0,3,6,19,6.3,0,1,3.4
Tra Carson (FA),2019,8,12,34,2.8,12,0,0,0,0,0,0.0,0,0,3.4
Frank Gore (FA),2019,8,9,34,3.8,8,0,0,0,0,0,0.0,0,0,3.4
Peyton Barber (FA),2019,8,10,20,2.0,5,0,0,1,3,8,8.0,0,0,2.8
Jalen Richard (FA),2019,8,1,3,3.0,3,0,0,2,3,24,12.0,0,0,2.7
DeAndre Washington (FA),2019,8,5,23,4.6,6,0,0,1,1,4,4.0,0,0,2.7
Wendell Smallwood (FA),2019,8,2,9,4.5,11,0,0,1,2,11,11.0,0,0,2.0
Wayne Gallman Jr. (FA),2019,8,0,0,0.0,0,0,0,1,1,20,20.0,0,0,2.0
Kalen Ballage (FA),2019,8,3,8,2.7,4,0,0,1,1,11,11.0,0,0,1.9
Zach Line (FA),2019,8,2,8,4.0,4,0,0,1,2,11,11.0,0,0,1.9
Chase Edmonds (TB),2019,8,7,8,1.1,3,0,0,2,4,5,2.5,0,0,1.3
Rex Burkhead (FA),2019,8,3,4,1.3,3,0,0,1,1,9,9.0,0,0,1.3
Benny Snell Jr. (FA),2019,8,5,13,2.6,5,0,0,0,0,0,0.0,0,0,1.3
Zach Zenner (FA),2019,8,1,0,0.0,0,0,0,1,1,13,13.0,0,0,1.3
Bilal Powell (FA),2019,8,4,11,2.8,5,0,0,0,0,0,0.0,0,0,1.1
Darrel Williams (FA),2019,8,2,10,5.0,8,0,0,0,0,0,0.0,0,0,1.0
Andy Janovich (FA),2019,8,0,0,0.0,0,0,0,2,2,9,4.5,0,0,0.9
Jordan Scarlett (FA),2019,8,4,9,2.3,6,0,0,0,0,0,0.0,0,0,0.9
Mike Davis (FA),2019,8,2,3,1.5,3,0,0,1,1,5,5.0,0,0,0.8
Ryquell Armstead (FA),2019,8,6,7,1.2,6,0,0,0,0,0,0.0,0,0,0.7
Reggie Bonnafon (FA),2019,8,1,4,4.0,4,0,0,1,3,3,3.0,0,0,0.7
Jeff Wilson Jr. (MIA),2019,8,2,6,3.0,4,0,0,0,0,0,0.0,0,0,0.6
Jordan Wilkins (FA),2019,8,2,5,2.5,4,0,0,0,0,0,0.0,0,0,0.5
Paul Perkins (FA),2019,8,3,4,1.3,2,0,0,0,0,0,0.0,0,0,0.4
Roosevelt Nix (FA),2019,8,0,0,0.0,0,0,0,2,2,4,2.0,0,0,0.4
Elijhaa Penny (FA),2019,8,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Alec Ingold (MIA),2019,8,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Derek Watt (FA),2019,8,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Dion Lewis (FA),2019,8,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
J.D. McKissic (FA),2019,8,1,-1,-1.0,0,0,0,3,3,2,0.7,0,0,0.1
Dare Ogunbowale (HOU),2019,8,1,-2,-2.0,0,0,0,1,3,3,3.0,0,0,0.1
Kenjon Barner (FA),2019,8,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Cullen Gillaspia (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Craig Reynolds (DET),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dexter Williams (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,8,1,5,5.0,5,0,0,2,2,1,0.5,0,0,0.0
Brandon Bolden (LV),2019,8,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Troymaine Pope (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
C.J. Ham (MIN),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
T.J. Logan (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devontae Booker (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tyler Ervin (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Danny Vitale (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bawden (NYJ),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
John Kelly Jr. (CLE),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trey Edmunds (FA),2019,8,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Senorise Perry (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Keith Smith (ATL),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick DiMarco (FA),2019,8,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Michael Burton (DEN),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rod Smith (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Javorius Allen (FA),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ameer Abdullah (LV),2019,8,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Darwin Thompson (SEA),2019,8,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,-0.1
Christian McCaffrey (SF),2019,9,24,146,6.1,58,4,2,3,3,20,6.7,1,0,34.6
Kenyan Drake (FA),2019,9,15,110,7.3,36,2,1,4,4,52,13.0,0,0,24.2
Josh Jacobs (LV),2019,9,28,120,4.3,17,0,2,0,2,0,0.0,0,0,24.0
Melvin Gordon III (FA),2019,9,20,80,4.0,16,0,2,3,4,29,9.7,0,0,22.9
Derrick Henry (TEN),2019,9,13,63,4.8,12,0,1,3,3,36,12.0,1,0,21.9
Devin Singletary (HOU),2019,9,20,95,4.8,17,0,1,3,4,45,15.0,0,0,20.0
David Montgomery (DET),2019,9,14,40,2.9,17,0,2,3,4,36,12.0,0,0,19.6
Damien Williams (FA),2019,9,12,125,10.4,91,4,1,2,2,3,1.5,0,0,18.8
Phillip Lindsay (FA),2019,9,9,92,10.2,40,5,1,0,0,0,0.0,0,0,15.2
James White (FA),2019,9,9,38,4.2,8,0,1,2,3,46,23.0,0,0,14.4
Jordan Howard (FA),2019,9,19,82,4.3,17,0,1,1,1,1,1.0,0,0,14.3
Ronald Jones II (DAL),2019,9,18,67,3.7,15,0,1,2,2,15,7.5,0,0,14.2
Duke Johnson Jr. (FA),2019,9,7,13,1.9,4,0,1,5,5,68,13.6,0,0,14.1
Carlos Hyde (FA),2019,9,19,160,8.4,58,7,0,0,0,0,0.0,0,1,14.0
Ezekiel Elliott (FA),2019,9,23,139,6.0,19,0,0,0,0,0,0.0,0,0,13.9
J.D. McKissic (FA),2019,9,4,32,8.0,13,0,0,3,4,40,13.3,1,0,13.2
Adrian Peterson (FA),2019,9,18,108,6.0,28,1,0,1,1,22,22.0,0,0,13.0
Mark Ingram II (FA),2019,9,15,115,7.7,53,4,0,2,3,29,14.5,0,1,12.4
Le'Veon Bell (FA),2019,9,17,66,3.9,14,0,0,8,9,55,6.9,0,0,12.1
Dalvin Cook (MIN),2019,9,21,71,3.4,12,0,0,4,7,45,11.3,0,0,11.6
Chris Carson (FA),2019,9,16,105,6.6,59,4,0,2,3,28,14.0,0,1,11.3
Jamaal Williams (NO),2019,9,2,10,5.0,5,0,0,6,6,39,6.5,1,0,10.9
Saquon Barkley (NYG),2019,9,14,28,2.0,8,0,0,6,8,67,11.2,0,0,9.5
Austin Ekeler (LAC),2019,9,12,70,5.8,16,0,0,4,4,23,5.8,0,0,9.3
Matt Breida (NYG),2019,9,15,78,5.2,31,2,0,2,2,14,7.0,0,0,9.2
Nick Chubb (CLE),2019,9,20,65,3.3,11,0,0,4,5,26,6.5,0,0,9.1
Marlon Mack (FA),2019,9,21,89,4.2,24,1,0,0,0,0,0.0,0,0,8.9
Gus Edwards (BAL),2019,9,7,27,3.9,12,0,1,0,0,0,0.0,0,0,8.7
Ameer Abdullah (LV),2019,9,1,2,2.0,2,0,0,1,1,16,16.0,1,0,7.8
Miles Sanders (CAR),2019,9,10,42,4.2,11,0,0,3,3,31,10.3,0,0,7.3
Dare Ogunbowale (HOU),2019,9,1,1,1.0,1,0,1,1,1,12,12.0,0,0,7.3
Trey Edmunds (FA),2019,9,12,73,6.1,45,3,0,0,0,0,0.0,0,0,7.3
Leonard Fournette (FA),2019,9,11,40,3.6,11,0,0,5,6,32,6.4,0,0,7.2
Jalen Richard (FA),2019,9,2,12,6.0,7,0,0,3,4,56,18.7,0,0,6.8
Ryquell Armstead (FA),2019,9,0,0,0.0,0,0,0,5,5,65,13.0,0,0,6.5
Jaylen Samuels (FA),2019,9,8,10,1.3,6,0,0,13,13,73,5.6,0,1,6.3
Mark Walton (FA),2019,9,12,29,2.4,14,0,0,3,4,12,4.0,0,0,4.1
C.J. Ham (MIN),2019,9,0,0,0.0,0,0,0,2,4,37,18.5,0,0,3.7
Tevin Coleman (FA),2019,9,12,23,1.9,8,0,0,2,4,13,6.5,0,0,3.6
Ty Johnson (NYJ),2019,9,9,29,3.2,10,0,0,3,3,7,2.3,0,0,3.6
Rex Burkhead (FA),2019,9,4,18,4.5,6,0,0,1,2,16,16.0,0,0,3.4
Dion Lewis (FA),2019,9,4,20,5.0,15,0,0,5,5,33,6.6,0,1,3.3
Sony Michel (FA),2019,9,4,18,4.5,10,0,0,1,2,12,12.0,0,0,3.0
Tony Pollard (DAL),2019,9,3,21,7.0,10,0,0,1,3,9,9.0,0,0,3.0
Aaron Jones (GB),2019,9,8,30,3.8,7,0,0,1,3,-1,-1.0,0,0,2.9
Nyheim Hines (BUF),2019,9,1,7,7.0,7,0,0,1,3,21,21.0,0,0,2.8
DeAndre Washington (FA),2019,9,3,7,2.3,5,0,0,1,1,21,21.0,0,0,2.8
Kalen Ballage (FA),2019,9,7,19,2.7,8,0,0,0,1,0,0.0,0,0,1.9
Bilal Powell (FA),2019,9,2,16,8.0,10,0,0,0,0,0,0.0,0,0,1.6
Paul Perkins (FA),2019,9,2,16,8.0,13,0,0,0,0,0,0.0,0,0,1.6
Tarik Cohen (FA),2019,9,2,7,3.5,7,0,0,2,5,9,4.5,0,0,1.6
Frank Gore (FA),2019,9,11,15,1.4,6,0,0,0,0,0,0.0,0,0,1.5
Peyton Barber (FA),2019,9,4,15,3.8,6,0,0,0,0,0,0.0,0,0,1.5
Royce Freeman (FA),2019,9,5,15,3.0,6,0,0,1,1,-1,-1.0,0,0,1.4
Justin Jackson (FA),2019,9,2,7,3.5,6,0,0,1,1,7,7.0,0,0,1.4
Devontae Booker (FA),2019,9,0,0,0.0,0,0,0,1,1,14,14.0,0,0,1.4
Dontrell Hilliard (FA),2019,9,5,8,1.6,4,0,0,2,2,6,3.0,0,0,1.4
Reggie Bonnafon (FA),2019,9,3,6,2.0,4,0,0,1,1,7,7.0,0,0,1.3
Rashaad Penny (PHI),2019,9,4,12,3.0,6,0,0,0,1,0,0.0,0,0,1.2
Jordan Wilkins (FA),2019,9,1,6,6.0,6,0,0,1,2,6,6.0,0,0,1.2
Darren Sproles (FA),2019,9,2,7,3.5,4,0,0,1,2,3,3.0,0,0,1.0
LeSean McCoy (FA),2019,9,3,9,3.0,7,0,0,1,1,0,0.0,0,0,0.9
Patrick Ricard (BAL),2019,9,0,0,0.0,0,0,0,1,1,8,8.0,0,0,0.8
Justice Hill (BAL),2019,9,3,7,2.3,3,0,0,0,1,0,0.0,0,0,0.7
Alexander Mattison (MIN),2019,9,3,6,2.0,3,0,0,0,1,0,0.0,0,0,0.6
Alfred Morris (FA),2019,9,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Wendell Smallwood (FA),2019,9,2,5,2.5,3,0,0,2,3,-2,-1.0,0,0,0.3
Jeff Wilson Jr. (MIA),2019,9,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Alec Ingold (MIA),2019,9,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
T.J. Logan (FA),2019,9,0,0,0.0,0,0,0,1,1,2,2.0,0,0,0.2
Darrel Williams (FA),2019,9,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0.1
Cullen Gillaspia (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chandler Cox (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Devine Ozigbo (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Craig Reynolds (DET),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Tony Brooks-James (FA),2019,9,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Scarlett (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dexter Williams (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Laird (TB),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,9,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.0
Brandon Bolden (LV),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jamize Olawale (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Elijhaa Penny (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.P. Holtz (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Wayne Gallman Jr. (FA),2019,9,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Andy Janovich (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Danny Vitale (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Derek Watt (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Boston Scott (PHI),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bawden (NYJ),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Buddy Howell (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Boone (HOU),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alex Armah Jr. (WAS),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Senorise Perry (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick DiMarco (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ty Montgomery (NE),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Rod Smith (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Roosevelt Nix (FA),2019,9,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Javorius Allen (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Mike Davis (FA),2019,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Raheem Mostert (MIA),2019,9,1,-2,-2.0,0,0,0,0,0,0,0.0,0,0,-0.2
Zach Zenner (FA),2019,9,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,-0.3
Derrick Henry (TEN),2019,10,23,188,8.2,68,4,2,2,2,3,1.5,0,0,31.1
Aaron Jones (GB),2019,10,13,93,7.2,28,1,3,0,0,0,0.0,0,0,27.3
Dalvin Cook (MIN),2019,10,26,97,3.7,23,1,1,7,7,86,12.3,0,0,24.3
Christian McCaffrey (SF),2019,10,20,108,5.4,18,0,1,6,7,33,5.5,0,0,20.1
Melvin Gordon III (FA),2019,10,22,108,4.9,24,1,1,1,1,25,25.0,0,0,19.3
Josh Jacobs (LV),2019,10,16,71,4.4,18,0,1,3,5,30,10.0,0,0,16.1
Chris Carson (FA),2019,10,25,89,3.6,9,0,1,3,4,12,4.0,0,0,16.1
Joe Mixon (CIN),2019,10,30,114,3.8,15,0,0,2,3,37,18.5,0,0,15.1
Ronald Jones II (DAL),2019,10,11,29,2.6,11,0,1,8,8,77,9.6,0,1,14.6
Brian Hill (FA),2019,10,20,61,3.1,15,0,0,1,2,10,10.0,1,0,13.1
Le'Veon Bell (FA),2019,10,18,34,1.9,4,0,1,4,4,34,8.5,0,0,12.8
Nick Chubb (CLE),2019,10,20,116,5.8,24,3,0,2,4,5,2.5,0,0,12.1
Austin Ekeler (LAC),2019,10,6,19,3.2,10,0,0,2,2,29,14.5,1,0,10.8
Peyton Barber (FA),2019,10,11,43,3.9,17,0,1,1,1,4,4.0,0,0,10.7
Tarik Cohen (FA),2019,10,3,14,4.7,8,0,0,4,4,23,5.8,1,0,9.7
Mark Ingram II (FA),2019,10,9,34,3.8,9,0,1,0,0,0,0.0,0,0,9.4
Damien Williams (FA),2019,10,19,77,4.1,15,0,0,5,5,32,6.4,0,1,8.9
Marlon Mack (FA),2019,10,19,74,3.9,20,1,0,1,1,8,8.0,0,0,8.2
Alvin Kamara (NO),2019,10,4,24,6.0,8,0,0,8,10,50,6.3,0,0,7.4
Kareem Hunt (FA),2019,10,4,30,7.5,9,0,0,7,9,44,6.3,0,0,7.4
Todd Gurley II (FA),2019,10,12,73,6.1,22,1,0,0,4,0,0.0,0,0,7.3
Tevin Coleman (FA),2019,10,9,40,4.4,22,1,0,4,4,32,8.0,0,0,7.2
Alec Ingold (MIA),2019,10,1,3,3.0,3,0,0,1,1,9,9.0,1,0,7.2
Jamaal Williams (NO),2019,10,13,63,4.8,16,0,0,0,1,0,0.0,0,0,6.3
Ezekiel Elliott (FA),2019,10,20,47,2.4,6,0,0,2,3,16,8.0,0,0,6.3
David Montgomery (DET),2019,10,17,60,3.5,9,0,0,0,0,0,0.0,0,0,6.0
J.D. McKissic (FA),2019,10,10,36,3.6,9,0,0,6,7,19,3.2,0,0,5.5
Alexander Mattison (MIN),2019,10,8,52,6.5,16,0,0,1,1,2,2.0,0,0,5.4
Devin Singletary (HOU),2019,10,8,42,5.3,10,0,0,3,6,8,2.7,0,0,5.0
Devonta Freeman (FA),2019,10,10,38,3.8,12,0,0,3,4,10,3.3,0,0,4.8
Kalen Ballage (FA),2019,10,20,43,2.2,7,0,0,4,4,2,0.5,0,0,4.5
Nyheim Hines (BUF),2019,10,3,14,4.7,7,0,0,4,7,30,7.5,0,0,4.4
Jalen Richard (FA),2019,10,2,0,0.0,0,0,0,4,4,43,10.8,0,0,4.3
Kenyan Drake (FA),2019,10,10,35,3.5,17,0,0,6,7,6,1.0,0,0,4.1
Jaylen Samuels (FA),2019,10,14,29,2.1,8,0,0,3,7,11,3.7,0,0,4.0
Raheem Mostert (MIA),2019,10,6,28,4.7,8,0,0,1,1,7,7.0,0,0,3.5
Saquon Barkley (NYG),2019,10,13,1,0.1,3,0,0,5,5,30,6.0,0,0,3.1
Matt Breida (NYG),2019,10,10,18,1.8,7,0,0,2,2,7,3.5,0,0,2.5
Dare Ogunbowale (HOU),2019,10,0,0,0.0,0,0,0,3,3,24,8.0,0,0,2.4
Jordan Wilkins (FA),2019,10,3,20,6.7,11,0,0,0,0,0,0.0,0,0,2.0
DeAndre Washington (FA),2019,10,1,0,0.0,0,0,0,2,2,19,9.5,0,0,1.9
Latavius Murray (FA),2019,10,5,12,2.4,6,0,0,2,2,7,3.5,0,0,1.9
Patrick Laird (TB),2019,10,2,4,2.0,3,0,0,2,2,15,7.5,0,0,1.9
Ty Johnson (NYJ),2019,10,5,16,3.2,10,0,0,1,1,3,3.0,0,0,1.9
Paul Perkins (FA),2019,10,7,9,1.3,3,0,0,1,1,9,9.0,0,0,1.8
Gus Edwards (BAL),2019,10,4,17,4.3,8,0,0,0,0,0,0.0,0,0,1.7
Frank Gore (FA),2019,10,5,12,2.4,4,0,0,1,1,4,4.0,0,0,1.6
Trey Edmunds (FA),2019,10,4,1,0.3,3,0,0,2,3,14,7.0,0,0,1.5
Bilal Powell (FA),2019,10,7,15,2.1,13,0,0,0,0,0,0.0,0,0,1.5
Darrel Williams (FA),2019,10,2,6,3.0,5,0,0,1,1,9,9.0,0,0,1.5
Kenjon Barner (FA),2019,10,1,12,12.0,12,0,0,0,0,0,0.0,0,0,1.2
Tony Brooks-James (FA),2019,10,6,11,1.8,8,0,0,0,0,0,0.0,0,0,1.1
Justice Hill (BAL),2019,10,3,11,3.7,8,0,0,0,0,0,0.0,0,0,1.1
Malcolm Brown (FA),2019,10,5,10,2.0,5,0,0,0,0,0,0.0,0,0,1.0
Darwin Thompson (SEA),2019,10,1,-1,-1.0,0,0,0,1,1,8,8.0,0,0,0.7
T.J. Logan (FA),2019,10,1,6,6.0,6,0,0,0,1,0,0.0,0,0,0.6
Zach Line (FA),2019,10,0,0,0.0,0,0,0,2,2,5,2.5,0,0,0.5
Wayne Gallman Jr. (FA),2019,10,1,2,2.0,2,0,0,1,2,3,3.0,0,0,0.5
Darrell Henderson Jr. (FA),2019,10,4,4,1.0,3,0,0,0,0,0,0.0,0,0,0.4
Patrick DiMarco (FA),2019,10,1,2,2.0,2,0,0,1,1,2,2.0,0,0,0.4
Nick Bawden (NYJ),2019,10,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Jonathan Williams (WAS),2019,10,2,1,0.5,4,0,0,0,0,0,0.0,0,0,0.1
Derek Watt (FA),2019,10,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0.1
Chandler Cox (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Travis Homer (CHI),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jordan Scarlett (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
De'Lance Turner (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Qadree Ollison (JAC),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Reggie Bonnafon (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Dion Lewis (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Anthony Sherman (FA),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Cordarrelle Patterson (ATL),2019,10,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kyle Juszczyk (SF),2019,10,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
