,,,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,MISC,STANDARD
Player,Season,Week,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS,Y/R,TD,FL,FPTS
Aaron Jones (GB),2022,13,9,26,2.9,11,0,0,5,5,24,4.8,0,0,5.0
Mark Ingram II (FA),2022,13,7,27,3.9,7,0,0,5,5,22,4.4,0,0,4.9
Travis Etienne Jr. (JAC),2022,13,13,54,4.2,13,0,0,3,3,12,4.0,0,1,4.6
Kenyan Drake (FA),2022,13,7,29,4.1,12,0,0,2,3,17,8.5,0,0,4.6
Ty Johnson (NYJ),2022,13,1,3,3.0,3,0,0,6,7,38,6.3,0,0,4.1
Derrick Henry (TEN),2022,13,11,30,2.7,6,0,0,2,3,8,4.0,0,0,3.8
Alvin Kamara (NO),2022,13,12,26,2.2,5,0,0,2,3,11,5.5,0,0,3.7
DeeJay Dallas (SEA),2022,13,10,37,3.7,7,0,0,0,1,0,0.0,0,0,3.7
Kenneth Walker III (SEA),2022,13,3,36,12.0,30,2,0,0,1,0,0.0,0,0,3.6
Benny Snell Jr. (FA),2022,13,6,24,4.0,6,0,0,1,1,11,11.0,0,0,3.5
Tony Jones Jr. (DEN),2022,13,7,14,2.0,7,0,0,2,4,18,9.0,0,0,3.2
Raheem Mostert (MIA),2022,13,7,30,4.3,8,0,0,0,0,0,0.0,0,0,3.0
Joshua Kelley (LAC),2022,13,7,30,4.3,7,0,0,0,1,0,0.0,0,0,3.0
Mike Boone (HOU),2022,13,6,18,3.0,10,0,0,1,1,8,8.0,0,0,2.6
Justin Jackson (FA),2022,13,1,4,4.0,4,0,0,3,5,19,6.3,0,0,2.3
Dare Ogunbowale (HOU),2022,13,2,8,4.0,6,0,0,2,3,13,6.5,0,0,2.1
Boston Scott (PHI),2022,13,6,16,2.7,5,0,0,1,1,5,5.0,0,0,2.1
Darrynton Evans (CHI),2022,13,3,21,7.0,21,1,0,0,0,0,0.0,0,0,2.1
Jaylen Warren (PIT),2022,13,1,5,5.0,5,0,0,2,2,14,7.0,0,0,1.9
Zack Moss (IND),2022,13,3,18,6.0,9,0,0,0,0,0,0.0,0,0,1.8
Nyheim Hines (BUF),2022,13,2,-3,-1.5,0,0,0,1,2,21,21.0,0,0,1.8
Caleb Huntley (ATL),2022,13,4,17,4.3,6,0,0,0,0,0,0.0,0,0,1.7
Dontrell Hilliard (FA),2022,13,1,2,2.0,2,0,0,2,2,14,7.0,0,0,1.6
Alec Ingold (MIA),2022,13,0,0,0.0,0,0,0,3,4,15,5.0,0,0,1.5
Julius Chestnut (TEN),2022,13,5,13,2.6,5,0,0,0,0,0,0.0,0,0,1.3
Gus Edwards (BAL),2022,13,6,12,2.0,4,0,0,0,0,0,0.0,0,0,1.2
James Robinson (NE),2022,13,4,10,2.5,4,0,0,0,0,0,0.0,0,0,1.0
Marlon Mack (FA),2022,13,2,3,1.5,4,0,0,1,1,6,6.0,0,0,0.9
Kyren Williams (LAR),2022,13,3,9,3.0,4,0,0,0,1,0,0.0,0,0,0.9
Derek Watt (FA),2022,13,1,4,4.0,4,0,0,1,1,3,3.0,0,0,0.7
Snoop Conner (JAC),2022,13,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Zamir White (LV),2022,13,2,6,3.0,3,0,0,0,0,0,0.0,0,0,0.6
Deon Jackson (IND),2022,13,2,6,3.0,5,0,0,0,1,0,0.0,0,0,0.6
Justice Hill (BAL),2022,13,1,2,2.0,2,0,0,2,2,4,2.0,0,0,0.6
Patrick Taylor Jr. (GB),2022,13,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Matt Breida (NYG),2022,13,0,0,0.0,0,0,0,1,1,4,4.0,0,0,0.4
Ameer Abdullah (LV),2022,13,1,4,4.0,4,0,0,0,1,0,0.0,0,0,0.4
Trayveon Williams (CIN),2022,13,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Jeff Wilson Jr. (MIA),2022,13,1,3,3.0,3,0,0,0,2,0,0.0,0,0,0.3
Jerome Ford (CLE),2022,13,3,3,1.0,4,0,0,0,0,0,0.0,0,0,0.3
Adam Prentice (NO),2022,13,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Jonathan Williams (WAS),2022,13,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Demetric Felton Jr. (CLE),2022,13,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Bryant Koback (FA),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trestan Ebner (CHI),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Avery Williams (ATL),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troy Hairston II (HOU),2022,13,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,13,0,0,0.0,0,0,0,1,1,17,17.0,1,0,0.0
C.J. Ham (MIN),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2022,13,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2022,13,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Keith Smith (ATL),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2022,13,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kevin Harris (NE),2022,13,1,-1,-1.0,0,0,0,0,0,0,0.0,0,0,-0.1
Miles Sanders (CAR),2022,14,17,144,8.5,40,4,2,1,3,11,11.0,0,0,27.5
Christian McCaffrey (SF),2022,14,14,119,8.5,38,3,1,2,3,34,17.0,1,0,27.3
Jerick McKinnon (FA),2022,14,6,22,3.7,7,0,0,7,9,112,16.0,2,0,25.4
Tony Pollard (DAL),2022,14,10,42,4.2,18,0,1,4,5,20,5.0,1,0,18.2
J.K. Dobbins (BAL),2022,14,15,120,8.0,44,3,1,0,0,0,0.0,0,0,18.0
Derrick Henry (TEN),2022,14,17,121,7.1,50,5,1,3,5,34,11.3,0,2,17.5
Josh Jacobs (LV),2022,14,27,99,3.7,15,0,1,2,2,15,7.5,0,0,17.4
James Conner (ARI),2022,14,15,85,5.7,23,1,1,6,7,29,4.8,0,0,17.4
Austin Ekeler (LAC),2022,14,15,45,3.0,12,0,1,8,8,59,7.4,0,0,16.4
Chuba Hubbard (CAR),2022,14,14,74,5.3,12,0,1,3,3,25,8.3,0,0,15.9
Pierre Strong Jr. (NE),2022,14,5,70,14.0,44,3,1,2,2,20,10.0,0,0,15.0
Ezekiel Elliott (FA),2022,14,15,62,4.1,25,1,1,3,5,19,6.3,0,0,14.1
Zonovan Knight (NYJ),2022,14,17,71,4.2,13,0,1,2,2,6,3.0,0,0,13.7
Marlon Mack (FA),2022,14,3,15,5.0,6,0,0,2,3,62,31.0,1,0,13.7
Dameon Pierce (HOU),2022,14,22,78,3.5,24,1,1,0,0,0,0.0,0,1,11.8
Najee Harris (PIT),2022,14,12,33,2.8,8,0,1,2,3,17,8.5,0,0,11.0
Raheem Blackshear (CAR),2022,14,4,32,8.0,16,0,1,1,1,17,17.0,0,0,10.9
Joe Mixon (CIN),2022,14,14,96,6.9,40,3,0,2,2,10,5.0,0,0,10.6
Boston Scott (PHI),2022,14,6,33,5.5,11,0,1,1,1,4,4.0,0,0,9.7
Isiah Pacheco (KC),2022,14,13,70,5.4,10,0,0,3,3,23,7.7,0,0,9.3
Justin Jackson (FA),2022,14,4,19,4.8,15,0,1,1,1,12,12.0,0,0,9.1
Kevin Harris (NE),2022,14,8,26,3.3,14,0,1,0,0,0,0.0,0,0,8.6
Samaje Perine (DEN),2022,14,4,22,5.5,14,0,1,1,5,2,2.0,0,0,8.4
Cam Akers (LAR),2022,14,12,42,3.5,9,0,1,1,1,1,1.0,0,1,8.3
Dalvin Cook (MIN),2022,14,15,23,1.5,5,0,1,1,2,13,13.0,0,1,7.6
D'Onta Foreman (CHI),2022,14,21,74,3.5,11,0,0,1,1,1,1.0,0,0,7.5
Gus Edwards (BAL),2022,14,13,66,5.1,16,0,0,0,0,0,0.0,0,0,6.6
Rachaad White (TB),2022,14,13,56,4.3,9,0,0,5,5,21,4.2,0,1,5.7
Jordan Mason (SF),2022,14,11,56,5.1,18,0,0,0,0,0,0.0,0,0,5.6
Nick Chubb (CLE),2022,14,14,34,2.4,13,0,0,3,3,20,6.7,0,0,5.4
Saquon Barkley (NYG),2022,14,9,28,3.1,9,0,0,2,2,20,10.0,0,0,4.8
Leonard Fournette (FA),2022,14,4,13,3.3,8,0,0,6,7,33,5.5,0,0,4.6
Raheem Mostert (MIA),2022,14,11,37,3.4,13,0,0,1,1,7,7.0,0,0,4.4
Devin Singletary (HOU),2022,14,8,39,4.9,16,0,0,1,2,4,4.0,0,0,4.3
Gary Brightwell (NYG),2022,14,5,23,4.6,13,0,0,2,3,18,9.0,0,0,4.1
D'Andre Swift (DET),2022,14,6,21,3.5,9,0,0,3,4,18,6.0,0,0,3.9
Jamaal Williams (NO),2022,14,16,37,2.3,8,0,0,0,1,0,0.0,0,0,3.7
Joshua Kelley (LAC),2022,14,4,29,7.3,22,1,0,1,2,6,6.0,0,0,3.5
Travis Homer (CHI),2022,14,9,26,2.9,16,0,0,2,3,8,4.0,0,0,3.4
Travis Etienne Jr. (JAC),2022,14,17,32,1.9,7,0,0,0,0,0,0.0,0,0,3.2
Latavius Murray (FA),2022,14,8,32,4.0,8,0,0,3,5,-1,-0.3,0,0,3.1
Mike Boone (HOU),2022,14,3,2,0.7,1,0,0,2,2,27,13.5,0,0,2.9
Kyren Williams (LAR),2022,14,3,19,6.3,9,0,0,1,2,10,10.0,0,0,2.9
Jaylen Warren (PIT),2022,14,3,11,3.7,8,0,0,2,3,16,8.0,0,0,2.7
Jeff Wilson Jr. (MIA),2022,14,4,26,6.5,20,1,0,0,0,0,0.0,0,0,2.6
Corey Clement (ARI),2022,14,0,0,0.0,0,0,0,1,1,21,21.0,0,0,2.1
Malcolm Brown (FA),2022,14,1,5,5.0,5,0,0,2,2,12,6.0,0,0,1.7
Ameer Abdullah (LV),2022,14,0,0,0.0,0,0,0,2,2,17,8.5,0,0,1.7
James Cook (BUF),2022,14,4,6,1.5,4,0,0,1,1,9,9.0,0,0,1.5
Matt Breida (NYG),2022,14,3,6,2.0,5,0,0,2,4,9,4.5,0,0,1.5
JaMycal Hasty (JAC),2022,14,4,13,3.3,10,0,0,0,0,0,0.0,0,0,1.3
Kareem Hunt (FA),2022,14,4,6,1.5,4,0,0,2,4,6,3.0,0,0,1.2
Rhamondre Stevenson (NE),2022,14,3,8,2.7,4,0,0,2,3,2,1.0,0,0,1.0
Zamir White (LV),2022,14,3,9,3.0,8,0,0,0,0,0,0.0,0,0,0.9
C.J. Ham (MIN),2022,14,0,0,0.0,0,0,0,1,1,9,9.0,0,0,0.9
Julius Chestnut (TEN),2022,14,0,0,0.0,0,0,0,2,2,8,4.0,0,0,0.8
Trayveon Williams (CIN),2022,14,1,2,2.0,2,0,0,1,1,6,6.0,0,0,0.8
Kyle Juszczyk (SF),2022,14,0,0,0.0,0,0,0,2,2,7,3.5,0,0,0.7
Nyheim Hines (BUF),2022,14,1,3,3.0,3,0,0,1,1,4,4.0,0,0,0.7
Benny Snell Jr. (FA),2022,14,2,4,2.0,3,0,0,0,0,0,0.0,0,0,0.4
Rex Burkhead (FA),2022,14,2,-3,-1.5,0,0,0,1,1,5,5.0,0,0,0.2
Patrick Ricard (BAL),2022,14,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Kenyan Drake (FA),2022,14,1,1,1.0,1,0,0,2,2,1,0.5,0,0,0.2
Tony Jones Jr. (DEN),2022,14,1,2,2.0,2,0,0,1,2,0,0.0,0,0,0.2
Salvon Ahmed (MIA),2022,14,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Keaontay Ingram (ARI),2022,14,1,1,1.0,1,0,0,0,0,0,0.0,0,0,0.1
Eno Benjamin (NO),2022,14,3,1,0.3,4,0,0,0,0,0,0.0,0,0,0.1
Jakob Johnson (LV),2022,14,0,0,0.0,0,0,0,1,1,1,1.0,0,0,0.1
Dare Ogunbowale (HOU),2022,14,1,-3,-3.0,0,0,0,2,2,4,2.0,0,0,0.1
Demetric Felton Jr. (CLE),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alec Ingold (MIA),2022,14,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Dontrell Hilliard (FA),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Justice Hill (BAL),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kenneth Gainwell (PHI),2022,14,0,0,0.0,0,0,0,1,1,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,14,0,0,0.0,0,0,0,1,1,13,13.0,0,0,0.0
Michael Carter (NYJ),2022,14,5,5,1.0,5,0,0,3,6,15,5.0,0,1,0.0
Jerome Ford (CLE),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Nick Bellore (SEA),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brandon Bolden (LV),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2022,14,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2022,14,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Alexander Mattison (MIN),2022,14,2,-1,-0.5,0,0,0,0,0,0,0.0,0,0,-0.1
Jerick McKinnon (FA),2022,15,10,52,5.2,26,1,1,8,8,70,8.8,1,0,26.2
Dalvin Cook (MIN),2022,15,17,95,5.6,40,3,0,4,4,95,23.8,1,1,23.0
Rhamondre Stevenson (NE),2022,15,19,172,9.1,34,4,1,2,3,-4,-2.0,0,0,22.8
Derrick Henry (TEN),2022,15,21,104,5.0,13,0,1,4,4,59,14.8,0,0,22.3
Tyler Allgeier (ATL),2022,15,17,139,8.2,43,3,1,1,1,-3,-3.0,0,0,21.6
David Montgomery (DET),2022,15,12,53,4.4,9,0,1,3,3,38,12.7,1,0,21.1
Latavius Murray (FA),2022,15,24,130,5.4,35,3,1,1,1,12,12.0,0,0,20.2
Christian McCaffrey (SF),2022,15,26,108,4.2,23,1,1,6,8,30,5.0,0,0,19.8
AJ Dillon (GB),2022,15,11,36,3.3,8,0,2,3,3,35,11.7,0,0,19.1
Saquon Barkley (NYG),2022,15,18,87,4.8,15,0,1,5,8,33,6.6,0,0,18.0
Aaron Jones (GB),2022,15,17,90,5.3,14,0,0,4,5,36,9.0,1,1,16.6
Raheem Mostert (MIA),2022,15,17,136,8.0,67,4,0,1,2,20,20.0,0,0,15.6
James Conner (ARI),2022,15,16,63,3.9,14,0,1,3,5,28,9.3,0,0,15.1
Najee Harris (PIT),2022,15,24,86,3.6,10,0,1,0,0,0,0.0,0,0,14.6
Ezekiel Elliott (FA),2022,15,16,58,3.6,10,0,1,2,2,13,6.5,0,0,13.1
Austin Ekeler (LAC),2022,15,12,58,4.8,12,0,1,2,3,12,6.0,0,0,13.0
J.K. Dobbins (BAL),2022,15,13,125,9.6,37,3,0,1,1,3,3.0,0,0,12.8
Marlon Mack (FA),2022,15,5,37,7.4,17,0,1,4,4,26,6.5,0,0,12.3
Cordarrelle Patterson (ATL),2022,15,14,52,3.7,11,0,1,1,3,0,0.0,0,0,11.2
Josh Jacobs (LV),2022,15,22,93,4.2,18,0,0,2,3,17,8.5,0,0,11.0
Jaylen Warren (PIT),2022,15,11,38,3.5,9,0,1,1,1,11,11.0,0,0,10.9
Brian Robinson Jr. (WAS),2022,15,12,89,7.4,19,0,0,1,1,18,18.0,0,0,10.7
Travis Etienne Jr. (JAC),2022,15,19,103,5.4,16,0,0,2,3,24,12.0,0,1,10.7
Tony Pollard (DAL),2022,15,19,75,3.9,21,1,0,4,5,31,7.8,0,0,10.6
Alvin Kamara (NO),2022,15,21,91,4.3,13,0,0,2,2,13,6.5,0,0,10.4
Salvon Ahmed (MIA),2022,15,6,43,7.2,11,0,1,0,0,0,0.0,0,0,10.3
Cam Akers (LAR),2022,15,12,65,5.4,19,0,0,3,3,35,11.7,0,0,10.0
Nick Chubb (CLE),2022,15,21,99,4.7,18,0,0,0,2,0,0.0,0,0,9.9
James Cook (BUF),2022,15,5,34,6.8,16,0,0,2,3,5,2.5,1,0,9.9
Deon Jackson (IND),2022,15,13,55,4.2,16,0,0,1,1,1,1.0,1,1,9.6
Joshua Kelley (LAC),2022,15,10,24,2.4,4,0,1,1,2,7,7.0,0,0,9.1
Zack Moss (IND),2022,15,24,81,3.4,11,0,0,0,1,0,0.0,0,0,8.1
Kenneth Walker III (SEA),2022,15,12,47,3.9,15,0,0,4,5,32,8.0,0,0,7.9
Isiah Pacheco (KC),2022,15,15,86,5.7,18,0,0,1,1,11,11.0,0,1,7.7
D'Andre Swift (DET),2022,15,8,52,6.5,16,0,0,5,9,23,4.6,0,0,7.5
Leonard Fournette (FA),2022,15,10,44,4.4,8,0,0,4,4,30,7.5,0,0,7.4
Devin Singletary (HOU),2022,15,13,42,3.2,8,0,0,3,4,28,9.3,0,0,7.0
Nyheim Hines (BUF),2022,15,0,0,0.0,0,0,0,1,1,10,10.0,1,0,7.0
Chuba Hubbard (CAR),2022,15,4,10,2.5,3,0,0,3,3,57,19.0,0,0,6.7
C.J. Ham (MIN),2022,15,2,1,0.5,1,0,1,1,1,4,4.0,0,0,6.5
Jordan Mason (SF),2022,15,4,64,16.0,55,4,0,0,0,0,0.0,0,0,6.4
Royce Freeman (FA),2022,15,11,51,4.6,11,0,0,1,1,5,5.0,0,0,5.6
Gus Edwards (BAL),2022,15,7,55,7.9,25,1,0,0,0,0,0.0,0,0,5.5
Joe Mixon (CIN),2022,15,11,21,1.9,5,0,0,5,6,33,6.6,0,0,5.4
Rachaad White (TB),2022,15,11,38,3.5,7,0,0,1,2,5,5.0,0,0,4.3
Pierre Strong Jr. (NE),2022,15,4,25,6.3,14,0,0,3,3,12,4.0,0,0,3.7
Jamaal Williams (NO),2022,15,13,33,2.5,10,0,0,0,0,0,0.0,0,0,3.3
Justin Jackson (FA),2022,15,6,16,2.7,4,0,0,1,2,15,15.0,0,0,3.1
Michael Carter (NYJ),2022,15,4,15,3.8,6,0,0,1,1,16,16.0,0,0,3.1
Antonio Gibson (WAS),2022,15,5,21,4.2,10,0,0,2,4,6,3.0,0,0,2.7
Kareem Hunt (FA),2022,15,4,24,6.0,9,0,0,1,1,3,3.0,0,0,2.7
Samaje Perine (DEN),2022,15,7,24,3.4,9,0,0,1,1,0,0.0,0,0,2.4
Zonovan Knight (NYJ),2022,15,13,23,1.8,5,0,0,0,0,0,0.0,0,0,2.3
Kevin Harris (NE),2022,15,5,19,3.8,11,0,0,0,0,0,0.0,0,0,1.9
Justice Hill (BAL),2022,15,1,3,3.0,3,0,0,1,1,15,15.0,0,0,1.8
Rex Burkhead (FA),2022,15,0,0,0.0,0,0,0,2,4,17,8.5,0,0,1.7
JaMycal Hasty (JAC),2022,15,1,13,13.0,13,0,0,1,1,2,2.0,0,0,1.5
Patrick Taylor Jr. (GB),2022,15,4,15,3.8,6,0,0,0,0,0,0.0,0,0,1.5
Hassan Haskins (TEN),2022,15,1,8,8.0,8,0,0,2,2,7,3.5,0,0,1.5
Dare Ogunbowale (HOU),2022,15,8,14,1.8,3,0,0,0,0,0,0.0,0,0,1.4
Kenneth Gainwell (PHI),2022,15,3,5,1.7,3,0,0,2,2,9,4.5,0,0,1.4
Ameer Abdullah (LV),2022,15,0,0,0.0,0,0,0,2,2,14,7.0,0,0,1.4
Jonathan Taylor (IND),2022,15,0,0,0.0,0,0,0,1,1,13,13.0,0,0,1.3
Matt Breida (NYG),2022,15,2,6,3.0,5,0,0,1,1,6,6.0,0,0,1.2
Avery Williams (ATL),2022,15,0,0,0.0,0,0,0,2,2,10,5.0,0,0,1.0
Travis Homer (CHI),2022,15,1,5,5.0,5,0,0,4,4,25,6.3,0,1,1.0
Alec Ingold (MIA),2022,15,1,2,2.0,2,0,0,1,2,7,7.0,0,0,0.9
D'Onta Foreman (CHI),2022,15,10,9,0.9,5,0,0,0,0,0,0.0,0,0,0.9
Darrynton Evans (CHI),2022,15,2,9,4.5,6,0,0,0,0,0,0.0,0,0,0.9
Miles Sanders (CAR),2022,15,11,42,3.8,18,0,0,1,1,-13,-13.0,0,1,0.9
Kyren Williams (LAR),2022,15,2,7,3.5,5,0,0,0,0,0,0.0,0,0,0.7
Ronald Jones II (DAL),2022,15,1,6,6.0,6,0,0,0,0,0,0.0,0,0,0.6
Demetric Felton Jr. (CLE),2022,15,0,0,0.0,0,0,0,1,1,5,5.0,0,0,0.5
Zamir White (LV),2022,15,1,4,4.0,4,0,0,0,0,0,0.0,0,0,0.4
Adam Prentice (NO),2022,15,0,0,0.0,0,0,0,1,1,3,3.0,0,0,0.3
Snoop Conner (JAC),2022,15,1,3,3.0,3,0,0,0,0,0,0.0,0,0,0.3
Devine Ozigbo (FA),2022,15,2,2,1.0,4,0,0,0,0,0,0.0,0,0,0.2
Caleb Huntley (ATL),2022,15,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Derek Watt (FA),2022,15,1,2,2.0,2,0,0,0,0,0,0.0,0,0,0.2
Alexander Mattison (MIN),2022,15,2,1,0.5,1,0,0,0,0,0,0.0,0,0,0.1
Raheem Blackshear (CAR),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trayveon Williams (CIN),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jakob Johnson (LV),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Andrew Beck (HOU),2022,15,1,1,1.0,1,0,0,0,1,0,0.0,0,0,0.0
Khari Blasingame (CHI),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
D'Ernest Johnson (JAC),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Ke'Shawn Vaughn (TB),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Trestan Ebner (CHI),2022,15,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Keaontay Ingram (ARI),2022,15,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Gary Brightwell (NYG),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Kene Nwangwu (MIN),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Troy Hairston II (HOU),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Connor Heyward (PIT),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Julius Chestnut (TEN),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jerome Ford (CLE),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Chris Evans (CIN),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Taiwan Jones (FA),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Giovani Bernard (FA),2022,15,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Brandon Bolden (LV),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
J.D. McKissic (FA),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Godwin Igwebuike (SEA),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Jason Cabinda (DET),2022,15,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Boston Scott (PHI),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Patrick Ricard (BAL),2022,15,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Michael Burton (DEN),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
Malcolm Brown (FA),2022,15,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0.0
Tevin Coleman (FA),2022,15,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0
David Johnson (FA),2022,15,4,12,3.0,5,0,0,0,0,0,0.0,0,1,-0.8
Cam Akers (LAR),2022,16,23,118,5.1,21,1,3,2,2,29,14.5,0,0,32.7
D'Onta Foreman (CHI),2022,16,21,165,7.9,38,5,1,0,0,0,0.0,0,0,22.5
Austin Ekeler (LAC),2022,16,18,67,3.7,16,0,2,4,4,12,3.0,0,0,19.9
Saquon Barkley (NYG),2022,16,14,84,6.0,27,1,1,8,10,49,6.1,0,0,19.3
Devin Singletary (HOU),2022,16,12,106,8.8,33,3,1,2,3,19,9.5,0,0,18.5
James Conner (ARI),2022,16,15,79,5.3,22,1,1,7,8,41,5.9,0,0,18.0
Alvin Kamara (NO),2022,16,20,76,3.8,14,0,1,2,4,34,17.0,0,0,17.0
James Cook (BUF),2022,16,11,99,9.0,27,2,1,1,2,9,9.0,0,0,16.8
Derrick Henry (TEN),2022,16,23,126,5.5,48,3,1,2,2,0,0.0,0,1,16.6
Leonard Fournette (FA),2022,16,20,72,3.6,23,1,0,9,10,90,10.0,0,0,16.2
Chuba Hubbard (CAR),2022,16,12,125,10.4,35,6,0,0,0,0,0.0,0,0,12.5
Ezekiel Elliott (FA),2022,16,16,55,3.4,22,1,1,1,1,6,6.0,0,0,12.1
Christian McCaffrey (SF),2022,16,15,46,3.1,9,0,1,2,2,12,6.0,0,0,11.8
Tyler Allgeier (ATL),2022,16,18,74,4.1,16,0,0,4,5,43,10.8,0,0,11.7
Rachaad White (TB),2022,16,7,36,5.1,18,0,0,4,4,17,4.3,1,0,11.3
Travis Etienne Jr. (JAC),2022,16,22,83,3.8,19,0,0,3,3,29,9.7,0,0,11.2
AJ Dillon (GB),2022,16,11,36,3.3,11,0,1,2,3,12,6.0,0,0,10.8
Joe Mixon (CIN),2022,16,16,65,4.1,19,0,0,7,9,43,6.1,0,0,10.8
Kenneth Walker III (SEA),2022,16,26,107,4.1,20,2,0,2,2,-2,-1.0,0,0,10.5
Nick Chubb (CLE),2022,16,24,92,3.8,19,0,0,1,1,10,10.0,0,0,10.2
Jeff Wilson Jr. (MIA),2022,16,9,37,4.1,12,0,1,1,2,3,3.0,0,0,10.0
Gus Edwards (BAL),2022,16,11,99,9.0,37,2,0,0,0,0,0.0,0,0,9.9
Jerick McKinnon (FA),2022,16,5,7,1.4,5,0,0,3,3,31,10.3,1,0,9.8
Najee Harris (PIT),2022,16,16,53,3.3,14,0,0,6,9,42,7.0,0,0,9.5
Isiah Pacheco (KC),2022,16,14,58,4.1,8,0,0,1,2,32,32.0,0,0,9.0
Tony Pollard (DAL),2022,16,9,19,2.1,8,0,0,6,8,61,10.2,0,0,8.0
Dalvin Cook (MIN),2022,16,14,64,4.6,18,0,0,3,4,13,4.3,0,0,7.7
Raheem Blackshear (CAR),2022,16,3,3,1.0,7,0,1,1,1,12,12.0,0,0,7.5
Zack Moss (IND),2022,16,12,65,5.4,14,0,0,1,1,5,5.0,0,0,7.0
David Montgomery (DET),2022,16,16,62,3.9,28,1,0,4,4,22,5.5,0,1,6.4
Latavius Murray (FA),2022,16,8,34,4.3,10,0,0,1,3,6,6.0,0,0,6.0
J.K. Dobbins (BAL),2022,16,12,59,4.9,14,0,0,0,1,0,0.0,0,0,5.9
